     Y                     1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18
           19 -0.5171933E+02 -0.1561806E+02  0.2105984E+02  0.5820992E+02  0.9572014E+02  0.1572226E+03  0.2192843E+03  0.2818548E+03  0.3448938E+03  0.4083805E+03  0.4723203E+03  0.5367497E+03  0.6017416E+03  0.6674061E+03  0.6814027E+03  0.6954182E+03  0.7094223E+03  0.7233974E+03
           20 -0.5918374E+02 -0.2189499E+02  0.1609231E+02  0.5464167E+02  0.9364857E+02  0.1544593E+03  0.2158327E+03  0.2777077E+03  0.3400487E+03  0.4028486E+03  0.4661355E+03  0.5299816E+03  0.5945133E+03  0.6599166E+03  0.6745077E+03  0.6891379E+03  0.7037709E+03  0.7183890E+03
           21 -0.6753932E+02 -0.2891877E+02  0.1051778E+02  0.5058683E+02  0.9117008E+02  0.1513429E+03  0.2120647E+03  0.2732658E+03  0.3349123E+03  0.3970066E+03  0.4595937E+03  0.5227741E+03  0.5867231E+03  0.6517190E+03  0.6671641E+03  0.6826550E+03  0.6981664E+03  0.7136771E+03
           22 -0.7709787E+02 -0.3686663E+02  0.4228152E+01  0.4597876E+02  0.8825794E+02  0.1478753E+03  0.2079889E+03  0.2685366E+03  0.3294867E+03  0.3908454E+03  0.4526663E+03  0.5150646E+03  0.5782439E+03  0.6425500E+03  0.6590247E+03  0.6756805E+03  0.6923867E+03  0.7091137E+03
           23 -0.8772931E+02 -0.4558450E+02 -0.2636522E+01  0.4092157E+02  0.8498298E+02  0.1440835E+03  0.2036284E+03  0.2635432E+03  0.3237918E+03  0.3843791E+03  0.4453569E+03  0.5068366E+03  0.5690116E+03  0.6321989E+03  0.6500693E+03  0.6681965E+03  0.6864003E+03  0.7046468E+03
           24 -0.9927424E+02 -0.5495568E+02 -0.9988388E+01  0.3546886E+02  0.8134032E+02  0.1399953E+03  0.1990203E+03  0.2583260E+03  0.3178696E+03  0.3776503E+03  0.4377098E+03  0.4981399E+03  0.5590949E+03  0.6208113E+03  0.6404126E+03  0.6602626E+03  0.6802070E+03  0.7002143E+03
           25 -0.1117715E+03 -0.6500216E+02 -0.1784539E+02  0.2959983E+02  0.7734447E+02  0.1356546E+03  0.1942203E+03  0.2529458E+03  0.3117852E+03  0.3707306E+03  0.4298091E+03  0.4890840E+03  0.5486577E+03  0.6086730E+03  0.6302101E+03  0.6519467E+03  0.6737898E+03  0.6957151E+03
           26 -0.1243202E+03 -0.7498252E+02 -0.2563416E+02  0.2370455E+02  0.7304011E+02  0.1311349E+03  0.1893084E+03  0.2474860E+03  0.3056267E+03  0.3637180E+03  0.4217716E+03  0.4798205E+03  0.5379145E+03  0.5961098E+03  0.6196488E+03  0.6433541E+03  0.6671634E+03  0.6910605E+03
           27 -0.1372820E+03 -0.8508987E+02 -0.3350075E+02  0.1766873E+02  0.6859480E+02  0.1265587E+03  0.1843936E+03  0.2420524E+03  0.2995036E+03  0.3567323E+03  0.4137373E+03  0.4705251E+03  0.5270999E+03  0.5834437E+03  0.6090178E+03  0.6347809E+03  0.6605219E+03  0.6862845E+03
           28 -0.1488546E+03 -0.9430942E+02 -0.4073017E+02  0.1203545E+02  0.6421632E+02  0.1220777E+03  0.1796082E+03  0.2367710E+03  0.2935426E+03  0.3499091E+03  0.4058602E+03  0.4613831E+03  0.5164508E+03  0.5710025E+03  0.5986852E+03  0.6263048E+03  0.6538334E+03  0.6812667E+03
           29 -0.1599131E+03 -0.1026705E+03 -0.4722315E+02  0.6889491E+01  0.6005072E+02  0.1178477E+03  0.1751000E+03  0.2317828E+03  0.2878840E+03  0.3433941E+03  0.3982993E+03  0.4525754E+03  0.5061788E+03  0.5590343E+03  0.5888181E+03  0.6183453E+03  0.6476211E+03  0.6766244E+03
           30 -0.1688392E+03 -0.1093623E+03 -0.5250650E+02  0.2525157E+01  0.5626165E+02  0.1140419E+03  0.1710323E+03  0.2272412E+03  0.2826765E+03  0.3373380E+03  0.3912132E+03  0.4442728E+03  0.4964657E+03  0.5477156E+03  0.5796048E+03  0.6110760E+03  0.6421258E+03  0.6727165E+03
           31 -0.1738596E+03 -0.1134881E+03 -0.5604158E+02 -0.6938794E+00  0.5309811E+02  0.1108680E+03  0.1675842E+03  0.2233082E+03  0.2780734E+03  0.3318923E+03  0.3847566E+03  0.4366357E+03  0.4874738E+03  0.5371899E+03  0.5712658E+03  0.6047463E+03  0.6376095E+03  0.6698046E+03
           32 -0.1747299E+03 -0.1146596E+03 -0.5747640E+02 -0.2452259E+01  0.5091302E+02  0.1085578E+03  0.1649417E+03  0.2201472E+03  0.2742267E+03  0.3272045E+03  0.3790777E+03  0.4298159E+03  0.4793592E+03  0.5276144E+03  0.5639928E+03  0.5995494E+03  0.6342568E+03  0.6680575E+03
           33 -0.1715734E+03 -0.1128055E+03 -0.5666166E+02 -0.2576762E+01  0.4989051E+02  0.1073053E+03  0.1632786E+03  0.2179143E+03  0.2712813E+03  0.3234141E+03  0.3743153E+03  0.4239560E+03  0.4722747E+03  0.5191724E+03  0.5579117E+03  0.5955856E+03  0.6321573E+03  0.6675815E+03
           34 -0.1641653E+03 -0.1076691E+03 -0.5327294E+02 -0.7091589E+00  0.5022856E+02  0.1072897E+03  0.1627525E+03  0.2167509E+03  0.2693687E+03  0.3206478E+03  0.3705946E+03  0.4191826E+03  0.4663528E+03  0.5120128E+03  0.5531903E+03  0.5929896E+03  0.6314334E+03  0.6684784E+03
           35 -0.1542930E+03 -0.1000498E+03 -0.4770125E+02  0.3005617E+01  0.5215593E+02  0.1086751E+03  0.1634984E+03  0.2167776E+03  0.2686021E+03  0.3190151E+03  0.3680233E+03  0.4156016E+03  0.4616944E+03  0.5062003E+03  0.5498636E+03  0.5917728E+03  0.6320897E+03  0.6707986E+03
           36 -0.1412329E+03 -0.8993987E+02 -0.3999225E+02  0.8611506E+01  0.5583550E+02  0.1115755E+03  0.1656129E+03  0.2180853E+03  0.2690712E+03  0.3186059E+03  0.3666910E+03  0.4132996E+03  0.4583845E+03  0.5019030E+03  0.5480342E+03  0.5918708E+03  0.6339011E+03  0.6741597E+03
           37 -0.1264692E+03 -0.7791945E+02 -0.3039689E+02  0.1602920E+02  0.6127784E+02  0.1160231E+03  0.1691416E+03  0.2207299E+03  0.2708397E+03  0.3194899E+03  0.3666714E+03  0.4123485E+03  0.4564585E+03  0.4989073E+03  0.5473812E+03  0.5932846E+03  0.6371568E+03  0.6791027E+03
           38 -0.1105003E+03 -0.6447845E+02 -0.1928159E+02  0.2502760E+02  0.6838465E+02  0.1219725E+03  0.1740794E+03  0.2247320E+03  0.2739449E+03  0.3217160E+03  0.3680248E+03  0.4128304E+03  0.4560673E+03  0.4976378E+03  0.5481627E+03  0.5958647E+03  0.6413565E+03  0.6848040E+03
           39 -0.9341783E+02 -0.4981720E+02 -0.6853615E+01  0.3540394E+02  0.7690028E+02  0.1293134E+03  0.1803829E+03  0.2300843E+03  0.2784002E+03  0.3253100E+03  0.3707846E+03  0.4147818E+03  0.4572398E+03  0.4980608E+03  0.5502750E+03  0.5996255E+03  0.6466305E+03  0.6914954E+03
           40 -0.7536910E+02 -0.3406374E+02  0.6759514E+01  0.4702419E+02  0.8665209E+02  0.1379429E+03  0.1879986E+03  0.2367646E+03  0.2842022E+03  0.3302785E+03  0.3749605E+03  0.4182109E+03  0.4599879E+03  0.5002426E+03  0.5538514E+03  0.6047189E+03  0.6531552E+03  0.6993731E+03
           41 -0.5656688E+02 -0.1740999E+02  0.2138542E+02  0.5973799E+02  0.9753157E+02  0.1477838E+03  0.1968790E+03  0.2447470E+03  0.2913381E+03  0.3366140E+03  0.3805411E+03  0.4230901E+03  0.4642417E+03  0.5040162E+03  0.5590913E+03  0.6113516E+03  0.6611150E+03  0.7085954E+03
           42 -0.3713975E+02  0.2612207E-01  0.3691942E+02  0.7345514E+02  0.1094674E+03  0.1587866E+03  0.2069910E+03  0.2540097E+03  0.2997927E+03  0.3443021E+03  0.3875061E+03  0.4293763E+03  0.4698875E+03  0.5090229E+03  0.5654894E+03  0.6189572E+03  0.6698726E+03  0.7184371E+03
           43 -0.1715200E+02  0.1819261E+02  0.5332205E+02  0.8814827E+02  0.1224395E+03  0.1709372E+03  0.2183215E+03  0.2645402E+03  0.3095534E+03  0.3533293E+03  0.3958412E+03  0.4370618E+03  0.4769517E+03  0.5154065E+03  0.5731059E+03  0.6276671E+03  0.6796465E+03  0.7292564E+03
           44  0.3422160E+01  0.3712819E+02  0.7064532E+02  0.1038842E+03  0.1365280E+03  0.1842643E+03  0.2308782E+03  0.2763358E+03  0.3206110E+03  0.3636825E+03  0.4055329E+03  0.4461504E+03  0.4855377E+03  0.5237576E+03  0.5823262E+03  0.6379106E+03  0.6909013E+03  0.7415367E+03
           45  0.2447269E+02  0.5674682E+02  0.8883241E+02  0.1206411E+03  0.1517839E+03  0.1988062E+03  0.2446783E+03  0.2893990E+03  0.3329575E+03  0.3753433E+03  0.4165478E+03  0.4565642E+03  0.4953890E+03  0.5330254E+03  0.5925013E+03  0.6489694E+03  0.7028369E+03  0.7543880E+03
           46  0.4593334E+02  0.7699054E+02  0.1078490E+03  0.1384189E+03  0.1683717E+03  0.2146166E+03  0.2597406E+03  0.3037320E+03  0.3465840E+03  0.3882947E+03  0.4288634E+03  0.4682872E+03  0.5065504E+03  0.5435782E+03  0.6036170E+03  0.6608498E+03  0.7154666E+03  0.7678095E+03
           47  0.6785906E+02  0.9791372E+02  0.1277722E+03  0.1573247E+03  0.1862919E+03  0.2316818E+03  0.2760641E+03  0.3193316E+03  0.3614788E+03  0.4025167E+03  0.4424565E+03  0.4813111E+03  0.5191073E+03  0.5559389E+03  0.6167296E+03  0.6746994E+03  0.7299122E+03  0.7822403E+03
           48  0.8865785E+02  0.1180723E+03  0.1472720E+03  0.1761679E+03  0.2045818E+03  0.2498772E+03  0.2936445E+03  0.3361956E+03  0.3776271E+03  0.4179813E+03  0.4572817E+03  0.4955423E+03  0.5327710E+03  0.5689637E+03  0.6313349E+03  0.6900790E+03  0.7459654E+03  0.7992157E+03
           49  0.1118745E+03  0.1408102E+03  0.1695438E+03  0.1980108E+03  0.2261364E+03  0.2698270E+03  0.3126197E+03  0.3543434E+03  0.3950117E+03  0.4346579E+03  0.4733063E+03  0.5109690E+03  0.5476406E+03  0.5832674E+03  0.6459728E+03  0.7051284E+03  0.7615113E+03  0.8153306E+03
           50  0.1339456E+03  0.1625341E+03  0.1910156E+03  0.2193082E+03  0.2473432E+03  0.2908246E+03  0.3328401E+03  0.3737198E+03  0.4135871E+03  0.4524991E+03  0.4904852E+03  0.5275625E+03  0.5637497E+03  0.5991012E+03  0.6613401E+03  0.7207039E+03  0.7774966E+03  0.8318488E+03
           51  0.1583533E+03  0.1868590E+03  0.2153029E+03  0.2436018E+03  0.2716320E+03  0.3135508E+03  0.3544020E+03  0.3942916E+03  0.4332903E+03  0.4714353E+03  0.5087427E+03  0.5452176E+03  0.5808633E+03  0.6156972E+03  0.6775774E+03  0.7370563E+03  0.7942092E+03  0.8492055E+03
           52  0.1830860E+03  0.2118014E+03  0.2404571E+03  0.2689808E+03  0.2972406E+03  0.3375727E+03  0.3771194E+03  0.4159291E+03  0.4540139E+03  0.4913738E+03  0.5279995E+03  0.5638726E+03  0.5989613E+03  0.6332041E+03  0.6960874E+03  0.7557587E+03  0.8132398E+03  0.8688874E+03
           53  0.2081658E+03  0.2372868E+03  0.2663642E+03  0.2953387E+03  0.3241395E+03  0.3625590E+03  0.4007317E+03  0.4384421E+03  0.4756118E+03  0.5121991E+03  0.5481689E+03  0.5834838E+03  0.6180980E+03  0.6519462E+03  0.7136881E+03  0.7730853E+03  0.8306961E+03  0.8868441E+03
           54  0.2321352E+03  0.2617744E+03  0.2914103E+03  0.3209858E+03  0.3504328E+03  0.3878469E+03  0.4249068E+03  0.4616111E+03  0.4979167E+03  0.5337753E+03  0.5691384E+03  0.6039574E+03  0.6381864E+03  0.6717987E+03  0.7326686E+03  0.7917303E+03  0.8493786E+03  0.9059839E+03
           55  0.2563005E+03  0.2865638E+03  0.3168886E+03  0.3472009E+03  0.3774351E+03  0.4135650E+03  0.4495145E+03  0.4852651E+03  0.5207658E+03  0.5559567E+03  0.5907762E+03  0.6251618E+03  0.6590466E+03  0.6923491E+03  0.7525650E+03  0.8111845E+03  0.8687423E+03  0.9256736E+03
           56  0.2802844E+03  0.3113247E+03  0.3424874E+03  0.3736675E+03  0.4047479E+03  0.4395038E+03  0.4743646E+03  0.5092233E+03  0.5439922E+03  0.5785921E+03  0.6129486E+03  0.6469891E+03  0.6806408E+03  0.7138306E+03  0.7737123E+03  0.8316554E+03  0.8889466E+03  0.9459637E+03
           57  0.3033723E+03  0.3353966E+03  0.3675618E+03  0.3997333E+03  0.4317262E+03  0.4653143E+03  0.4992172E+03  0.5332903E+03  0.5674238E+03  0.6015247E+03  0.6355094E+03  0.6693002E+03  0.7028194E+03  0.7359675E+03  0.7939009E+03  0.8511454E+03  0.9080017E+03  0.9648061E+03
           58  0.3251223E+03  0.3583126E+03  0.3916405E+03  0.4249446E+03  0.4580384E+03  0.4907438E+03  0.5238648E+03  0.5572846E+03  0.5908949E+03  0.6245981E+03  0.6583072E+03  0.6919476E+03  0.7254658E+03  0.7588565E+03  0.8157408E+03  0.8721624E+03  0.9284268E+03  0.9848259E+03
           59  0.3456463E+03  0.3801715E+03  0.4148253E+03  0.4494127E+03  0.4837316E+03  0.5156781E+03  0.5481568E+03  0.5810520E+03  0.6142550E+03  0.6476644E+03  0.6811879E+03  0.7147446E+03  0.7482703E+03  0.7817265E+03  0.8374946E+03  0.8930236E+03  0.9485832E+03  0.1004419E+04
           60  0.3648015E+03  0.4008045E+03  0.4369356E+03  0.4729667E+03  0.5086554E+03  0.5399887E+03  0.5719599E+03  0.6044577E+03  0.6373717E+03  0.6705956E+03  0.7040290E+03  0.7375789E+03  0.7711590E+03  0.8046829E+03  0.8592281E+03  0.9137959E+03  0.9685498E+03  0.1023688E+04
           61  0.3825078E+03  0.4200995E+03  0.4578382E+03  0.4954760E+03  0.5327141E+03  0.5635634E+03  0.5951550E+03  0.6273817E+03  0.6601289E+03  0.6932827E+03  0.7267336E+03  0.7603773E+03  0.7941146E+03  0.8278501E+03  0.8811613E+03  0.9346932E+03  0.9885360E+03  0.1042838E+04
           62  0.3987493E+03  0.4380055E+03  0.4774441E+03  0.5168369E+03  0.5558312E+03  0.5862964E+03  0.6176296E+03  0.6497140E+03  0.6824221E+03  0.7156294E+03  0.7492161E+03  0.7830674E+03  0.8170723E+03  0.8511225E+03  0.9032137E+03  0.9556510E+03  0.1008490E+04  0.1061837E+04
           63  0.4134626E+03  0.4544356E+03  0.4956301E+03  0.5369185E+03  0.5779423E+03  0.6080646E+03  0.6392679E+03  0.6713500E+03  0.7041563E+03  0.7375493E+03  0.7713998E+03  0.8055831E+03  0.8399782E+03  0.8744658E+03  0.9253291E+03  0.9766400E+03  0.1028416E+04  0.1080726E+04
           64  0.4267266E+03  0.4688428E+03  0.5116764E+03  0.5549342E+03  0.5985112E+03  0.6286611E+03  0.6599484E+03  0.6921936E+03  0.7252459E+03  0.7589648E+03  0.7932146E+03  0.8278628E+03  0.8627805E+03  0.8978419E+03  0.9474766E+03  0.9976382E+03  0.1048304E+04  0.1099511E+04
           65  0.4385816E+03  0.4819832E+03  0.5264792E+03  0.5717363E+03  0.6176061E+03  0.6480512E+03  0.6796065E+03  0.7121719E+03  0.7456179E+03  0.7798063E+03  0.8145965E+03  0.8498485E+03  0.8854248E+03  0.9211923E+03  0.9695982E+03  0.1018596E+04  0.1068118E+04  0.1118174E+04
           66  0.4488936E+03  0.4939361E+03  0.5401926E+03  0.5875286E+03  0.6355417E+03  0.6662836E+03  0.6982072E+03  0.7312245E+03  0.7652067E+03  0.8000103E+03  0.8354870E+03  0.8714872E+03  0.9078634E+03  0.9444754E+03  0.9917295E+03  0.1039553E+04  0.1087904E+04  0.1136774E+04
           67  0.4571769E+03  0.5036077E+03  0.5513957E+03  0.6007666E+03  0.6522624E+03  0.6833042E+03  0.7156851E+03  0.7492835E+03  0.7839462E+03  0.8195156E+03  0.8558317E+03  0.8927322E+03  0.9300536E+03  0.9676385E+03  0.1013729E+04  0.1060376E+04  0.1107550E+04  0.1155228E+04
           68  0.4646856E+03  0.5124038E+03  0.5616285E+03  0.6129940E+03  0.6677460E+03  0.6989840E+03  0.7319401E+03  0.7662690E+03  0.8017676E+03  0.8382618E+03  0.8755800E+03  0.9135455E+03  0.9519719E+03  0.9906590E+03  0.1035543E+04  0.1081015E+04  0.1127014E+04  0.1173521E+04
           69  0.4714414E+03  0.5200427E+03  0.5703132E+03  0.6231114E+03  0.6806846E+03  0.7130062E+03  0.7468484E+03  0.7820987E+03  0.8186011E+03  0.8561875E+03  0.8946812E+03  0.9338963E+03  0.9736272E+03  0.1013591E+04  0.1057234E+04  0.1101527E+04  0.1146351E+04  0.1191697E+04
           70  0.4787756E+03  0.5281786E+03  0.5794438E+03  0.6335909E+03  0.6923551E+03  0.7255694E+03  0.7603956E+03  0.7967131E+03  0.8343794E+03  0.8732279E+03  0.9130769E+03  0.9537402E+03  0.9950520E+03  0.1036974E+04  0.1079315E+04  0.1122393E+04  0.1166003E+04  0.1210147E+04
           71  0.4855899E+03  0.5353928E+03  0.5872306E+03  0.6422467E+03  0.7022825E+03  0.7365950E+03  0.7725195E+03  0.8100392E+03  0.8490281E+03  0.8893117E+03  0.9306933E+03  0.9729628E+03  0.1015891E+04  0.1059178E+04  0.1100406E+04  0.1142304E+04  0.1184724E+04  0.1227664E+04
           72  0.4922013E+03  0.5421411E+03  0.5942786E+03  0.6498578E+03  0.7108790E+03  0.7460993E+03  0.7831392E+03  0.8219834E+03  0.8624613E+03  0.9043658E+03  0.9474780E+03  0.9915689E+03  0.1036394E+04  0.1081686E+04  0.1121740E+04  0.1162426E+04  0.1203614E+04  0.1245235E+04
           73  0.4980080E+03  0.5477147E+03  0.5997111E+03  0.6553497E+03  0.7183120E+03  0.7538691E+03  0.7920743E+03  0.8324143E+03  0.8745782E+03  0.9183086E+03  0.9633637E+03  0.1009502E+04  0.1056469E+04  0.1103977E+04  0.1142904E+04  0.1182410E+04  0.1222424E+04  0.1262879E+04
           74  0.5021735E+03  0.5514409E+03  0.6030248E+03  0.6583710E+03  0.7218528E+03  0.7591772E+03  0.7990549E+03  0.8411854E+03  0.8852748E+03  0.9310538E+03  0.9782730E+03  0.1026691E+04  0.1076058E+04  0.1126091E+04  0.1163924E+04  0.1202255E+04  0.1241143E+04  0.1280656E+04
           75  0.5075750E+03  0.5561918E+03  0.6071405E+03  0.6619579E+03  0.7230736E+03  0.7622263E+03  0.8040267E+03  0.8482068E+03  0.8944643E+03  0.9425183E+03  0.9921202E+03  0.1043043E+04  0.1095062E+04  0.1147923E+04  0.1184386E+04  0.1221422E+04  0.1259049E+04  0.1297277E+04
           76  0.5110026E+03  0.5585992E+03  0.6083931E+03  0.6617532E+03  0.7221506E+03  0.7630219E+03  0.8069184E+03  0.8533986E+03  0.9020729E+03  0.9526264E+03  0.1004815E+04  0.1058445E+04  0.1113340E+04  0.1169306E+04  0.1204273E+04  0.1239948E+04  0.1276261E+04  0.1313210E+04
           77  0.5160986E+03  0.5621785E+03  0.6102554E+03  0.6614488E+03  0.7183829E+03  0.7612381E+03  0.8075577E+03  0.8566703E+03  0.9080436E+03  0.9613185E+03  0.1016271E+04  0.1072766E+04  0.1130709E+04  0.1190001E+04  0.1223516E+04  0.1257790E+04  0.1292733E+04  0.1328371E+04
           78  0.5209652E+03  0.5648964E+03  0.6105249E+03  0.6585966E+03  0.7114880E+03  0.7564404E+03  0.8057364E+03  0.8579616E+03  0.9123670E+03  0.9685734E+03  0.1026419E+04  0.1085868E+04  0.1146950E+04  0.1209708E+04  0.1241635E+04  0.1274369E+04  0.1307813E+04  0.1342018E+04
           79  0.5272434E+03  0.5678654E+03  0.6097309E+03  0.6530433E+03  0.6980461E+03  0.7476442E+03  0.8012647E+03  0.8573316E+03  0.9151387E+03  0.9744392E+03  0.1035224E+04  0.1097615E+04  0.1161806E+04  0.1228026E+04  0.1258184E+04  0.1289139E+04  0.1320832E+04  0.1353338E+04
           80  0.5356249E+03  0.5703363E+03  0.6056490E+03  0.6412454E+03  0.6764940E+03  0.7347785E+03  0.7945153E+03  0.8551654E+03  0.9166356E+03  0.9790637E+03  0.1042704E+04  0.1107886E+04  0.1175009E+04  0.1244520E+04  0.1272625E+04  0.1301441E+04  0.1330979E+04  0.1361329E+04
           81  0.5446268E+03  0.5717102E+03  0.5988982E+03  0.6258127E+03  0.6519846E+03  0.7204217E+03  0.7869221E+03  0.8522873E+03  0.9173297E+03  0.9826935E+03  0.1048932E+04  0.1116593E+04  0.1186293E+04  0.1258792E+04  0.1284232E+04  0.1310412E+04  0.1337192E+04  0.1364620E+04
           82  0.5536485E+03  0.5727533E+03  0.5917764E+03  0.6105329E+03  0.6287089E+03  0.7079357E+03  0.7803267E+03  0.8496790E+03  0.9177621E+03  0.9856219E+03  0.1054029E+04  0.1123686E+04  0.1195362E+04  0.1270062E+04  0.1292445E+04  0.1315611E+04  0.1339182E+04  0.1363145E+04
           83  0.5593656E+03  0.5746642E+03  0.5899296E+03  0.6050851E+03  0.6198144E+03  0.7010414E+03  0.7761809E+03  0.8480779E+03  0.9183697E+03  0.9881233E+03  0.1058154E+04  0.1129206E+04  0.1202079E+04  0.1277749E+04  0.1297534E+04  0.1317669E+04  0.1338030E+04  0.1358575E+04
           84  0.5628796E+03  0.5767926E+03  0.5906951E+03  0.6045289E+03  0.6182255E+03  0.6985064E+03  0.7744464E+03  0.8476856E+03  0.9193843E+03  0.9904143E+03  0.1061502E+04  0.1133333E+04  0.1206642E+04  0.1282291E+04  0.1299466E+04  0.1316938E+04  0.1334514E+04  0.1352154E+04
           85  0.5648298E+03  0.5787765E+03  0.5927313E+03  0.6066588E+03  0.6205248E+03  0.6988484E+03  0.7746050E+03  0.8484031E+03  0.9208878E+03  0.9926627E+03  0.1064296E+04  0.1136353E+04  0.1209430E+04  0.1284219E+04  0.1299354E+04  0.1314717E+04  0.1330111E+04  0.1345501E+04
           86  0.5658072E+03  0.5804609E+03  0.5951319E+03  0.6098091E+03  0.6244812E+03  0.7008358E+03  0.7760854E+03  0.8500351E+03  0.9228950E+03  0.9950126E+03  0.1066784E+04  0.1138623E+04  0.1210943E+04  0.1284118E+04  0.1298064E+04  0.1312026E+04  0.1325970E+04  0.1339865E+04
           87  0.5661730E+03  0.5816382E+03  0.5971215E+03  0.6126267E+03  0.6281954E+03  0.7035170E+03  0.7784222E+03  0.8524070E+03  0.9254162E+03  0.9976055E+03  0.1069223E+04  0.1140547E+04  0.1211839E+04  0.1283278E+04  0.1296585E+04  0.1309867E+04  0.1323094E+04  0.1336231E+04
           88  0.5663395E+03  0.5825530E+03  0.5987744E+03  0.6150168E+03  0.6313437E+03  0.7064589E+03  0.7813580E+03  0.8554298E+03  0.9284938E+03  0.1000591E+04  0.1071866E+04  0.1142495E+04  0.1212630E+04  0.1282345E+04  0.1295619E+04  0.1308844E+04  0.1321992E+04  0.1335031E+04
           89  0.5665514E+03  0.5833570E+03  0.6001459E+03  0.6169297E+03  0.6337309E+03  0.7095384E+03  0.7848297E+03  0.8591165E+03  0.9322164E+03  0.1004130E+04  0.1074947E+04  0.1144779E+04  0.1213706E+04  0.1281735E+04  0.1295517E+04  0.1309228E+04  0.1322841E+04  0.1336332E+04
           90  0.5671043E+03  0.5843645E+03  0.6015770E+03  0.6187512E+03  0.6358975E+03  0.7129489E+03  0.7889506E+03  0.8635776E+03  0.9367193E+03  0.1008395E+04  0.1078683E+04  0.1147664E+04  0.1215377E+04  0.1281758E+04  0.1296577E+04  0.1311208E+04  0.1325713E+04  0.1340071E+04
           91  0.5684053E+03  0.5860053E+03  0.6035245E+03  0.6209693E+03  0.6383454E+03  0.7170350E+03  0.7939566E+03  0.8689992E+03  0.9421744E+03  0.1013563E+04  0.1083268E+04  0.1151372E+04  0.1217904E+04  0.1282787E+04  0.1298908E+04  0.1314691E+04  0.1330313E+04  0.1345755E+04
           92  0.5710431E+03  0.5888914E+03  0.6066304E+03  0.6242593E+03  0.6417781E+03  0.7222555E+03  0.8001652E+03  0.8756181E+03  0.9487765E+03  0.1019813E+04  0.1088877E+04  0.1156077E+04  0.1221459E+04  0.1284990E+04  0.1302471E+04  0.1319532E+04  0.1336393E+04  0.1353036E+04
           93  0.5752632E+03  0.5933886E+03  0.6113690E+03  0.6291932E+03  0.6468497E+03  0.7291082E+03  0.8079334E+03  0.8836951E+03  0.9567280E+03  0.1027312E+04  0.1095661E+04  0.1161915E+04  0.1226144E+04  0.1288382E+04  0.1307389E+04  0.1325867E+04  0.1344094E+04  0.1362058E+04
           94  0.5812691E+03  0.5998251E+03  0.6181980E+03  0.6363731E+03  0.6543272E+03  0.7381059E+03  0.8176275E+03  0.8934925E+03  0.9662230E+03  0.1036216E+04  0.1103749E+04  0.1168993E+04  0.1232020E+04  0.1292863E+04  0.1313385E+04  0.1333282E+04  0.1352869E+04  0.1372151E+04
           95  0.5890416E+03  0.6081986E+03  0.6271305E+03  0.6458154E+03  0.6642208E+03  0.7497152E+03  0.8296039E+03  0.9052547E+03  0.9774329E+03  0.1046652E+04  0.1113251E+04  0.1177415E+04  0.1239176E+04  0.1298275E+04  0.1320291E+04  0.1341488E+04  0.1362325E+04  0.1382826E+04
           96  0.6014206E+03  0.6216077E+03  0.6415331E+03  0.6611817E+03  0.6804817E+03  0.7648357E+03  0.8442300E+03  0.9191876E+03  0.9904883E+03  0.1058716E+04  0.1124248E+04  0.1187292E+04  0.1247899E+04  0.1305965E+04  0.1329167E+04  0.1351628E+04  0.1373698E+04  0.1395411E+04
           97  0.6146278E+03  0.6359347E+03  0.6568974E+03  0.6774993E+03  0.6976328E+03  0.7830525E+03  0.8616283E+03  0.9354030E+03  0.1005456E+04  0.1072447E+04  0.1136774E+04  0.1198648E+04  0.1258143E+04  0.1315257E+04  0.1339587E+04  0.1363184E+04  0.1386373E+04  0.1409193E+04
           98  0.6344391E+03  0.6573176E+03  0.6797209E+03  0.7016273E+03  0.7229288E+03  0.8055316E+03  0.8820288E+03  0.9539395E+03  0.1022325E+04  0.1087825E+04  0.1150806E+04  0.1211453E+04  0.1269822E+04  0.1325915E+04  0.1351291E+04  0.1375891E+04  0.1400072E+04  0.1423880E+04
           99  0.6576711E+03  0.6823200E+03  0.7062780E+03  0.7295664E+03  0.7521452E+03  0.8318961E+03  0.9053091E+03  0.9746735E+03  0.1040985E+04  0.1104760E+04  0.1166274E+04  0.1225649E+04  0.1282881E+04  0.1337723E+04  0.1364022E+04  0.1389469E+04  0.1414500E+04  0.1439164E+04
          100  0.6909748E+03  0.7172962E+03  0.7428435E+03  0.7675977E+03  0.7907354E+03  0.8623256E+03  0.9311288E+03  0.9973058E+03  0.1061215E+04  0.1123090E+04  0.1183058E+04  0.1241163E+04  0.1297406E+04  0.1351836E+04  0.1378675E+04  0.1404882E+04  0.1430686E+04  0.1456129E+04
          101  0.7240882E+03  0.7521272E+03  0.7790784E+03  0.8049989E+03  0.8291404E+03  0.8944955E+03  0.9585768E+03  0.1021340E+04  0.1082699E+04  0.1142597E+04  0.1200989E+04  0.1257824E+04  0.1313052E+04  0.1366680E+04  0.1394083E+04  0.1420918E+04  0.1447366E+04  0.1473472E+04
          102  0.7599996E+03  0.7889163E+03  0.8168057E+03  0.8436567E+03  0.8689665E+03  0.9274288E+03  0.9868281E+03  0.1046234E+04  0.1105080E+04  0.1163032E+04  0.1219880E+04  0.1275476E+04  0.1329686E+04  0.1382281E+04  0.1410183E+04  0.1437527E+04  0.1464509E+04  0.1491170E+04
