     Y                     1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18
           78  0.5292282E+03  0.5685129E+03  0.6088829E+03  0.6503928E+03  0.6933895E+03  0.7172169E+03  0.7419862E+03  0.7674932E+03  0.7935823E+03  0.8201429E+03  0.8471014E+03  0.8744127E+03  0.9020521E+03  0.9300100E+03  0.9582875E+03  0.9868939E+03  0.1015845E+04  0.1045160E+04  0.1074865E+04  0.1104987E+04  0.1135557E+04  0.1166608E+04  0.1198173E+04  0.1230287E+04  0.1260255E+04  0.1290963E+04  0.1322412E+04  0.1354678E+04
           79  0.5370872E+03  0.5706320E+03  0.6046796E+03  0.6388760E+03  0.6725899E+03  0.7006860E+03  0.7291114E+03  0.7577400E+03  0.7865069E+03  0.8153880E+03  0.8443844E+03  0.8735117E+03  0.9027942E+03  0.9322609E+03  0.9619446E+03  0.9918805E+03  0.1022107E+04  0.1052664E+04  0.1083596E+04  0.1114950E+04  0.1146778E+04  0.1179134E+04  0.1212076E+04  0.1245662E+04  0.1273643E+04  0.1302294E+04  0.1331665E+04  0.1361848E+04
           80  0.5456249E+03  0.5718011E+03  0.5980493E+03  0.6240064E+03  0.6492326E+03  0.6827147E+03  0.7154101E+03  0.7474547E+03  0.7790095E+03  0.8102203E+03  0.8412094E+03  0.8720783E+03  0.9029124E+03  0.9337859E+03  0.9647651E+03  0.9959121E+03  0.1027287E+04  0.1058950E+04  0.1090963E+04  0.1123392E+04  0.1156310E+04  0.1189795E+04  0.1223939E+04  0.1258839E+04  0.1284262E+04  0.1310432E+04  0.1337202E+04  0.1364618E+04
           81  0.5533841E+03  0.5727114E+03  0.5919608E+03  0.6109387E+03  0.6291393E+03  0.6677768E+03  0.7040799E+03  0.7388877E+03  0.7726878E+03  0.8057955E+03  0.8384312E+03  0.8707581E+03  0.9029033E+03  0.9349710E+03  0.9670502E+03  0.9992208E+03  0.1031558E+04  0.1064135E+04  0.1097027E+04  0.1130313E+04  0.1164082E+04  0.1198435E+04  0.1233490E+04  0.1269400E+04  0.1291936E+04  0.1315342E+04  0.1339169E+04  0.1363406E+04
           82  0.5586806E+03  0.5743212E+03  0.5899228E+03  0.6054018E+03  0.6206788E+03  0.6599330E+03  0.6973775E+03  0.7334572E+03  0.7685222E+03  0.8028389E+03  0.8366115E+03  0.8700000E+03  0.9031337E+03  0.9361205E+03  0.9690542E+03  0.1002019E+04  0.1035095E+04  0.1068359E+04  0.1101891E+04  0.1135774E+04  0.1170099E+04  0.1204968E+04  0.1240500E+04  0.1276831E+04  0.1296878E+04  0.1317482E+04  0.1338337E+04  0.1359406E+04
           83  0.5622809E+03  0.5763500E+03  0.5904056E+03  0.6043880E+03  0.6179973E+03  0.6569131E+03  0.6944449E+03  0.7308989E+03  0.7665102E+03  0.8014658E+03  0.8359177E+03  0.8699926E+03  0.9037980E+03  0.9374274E+03  0.9709652E+03  0.1004489E+04  0.1038073E+04  0.1071791E+04  0.1105718E+04  0.1139930E+04  0.1174512E+04  0.1209556E+04  0.1245165E+04  0.1281454E+04  0.1299326E+04  0.1317370E+04  0.1335540E+04  0.1353794E+04
           84  0.5643790E+03  0.5782048E+03  0.5920307E+03  0.6058093E+03  0.6194925E+03  0.6572775E+03  0.6942716E+03  0.7305716E+03  0.7662771E+03  0.8014834E+03  0.8362794E+03  0.8707472E+03  0.9049627E+03  0.9389967E+03  0.9729160E+03  0.1006785E+04  0.1040666E+04  0.1074622E+04  0.1108717E+04  0.1143017E+04  0.1177592E+04  0.1212515E+04  0.1247868E+04  0.1283738E+04  0.1299567E+04  0.1315561E+04  0.1331606E+04  0.1347665E+04
           85  0.5654993E+03  0.5798458E+03  0.5942078E+03  0.6085665E+03  0.6228942E+03  0.6594926E+03  0.6957998E+03  0.7317538E+03  0.7673452E+03  0.8025922E+03  0.8375275E+03  0.8721914E+03  0.9066283E+03  0.9408846E+03  0.9750077E+03  0.1009046E+04  0.1043047E+04  0.1077062E+04  0.1111139E+04  0.1145329E+04  0.1179686E+04  0.1214260E+04  0.1249107E+04  0.1284280E+04  0.1298671E+04  0.1313153E+04  0.1327636E+04  0.1342088E+04
           86  0.5660450E+03  0.5811506E+03  0.5962748E+03  0.6114144E+03  0.6265667E+03  0.6623865E+03  0.6981816E+03  0.7338375E+03  0.7692901E+03  0.8045099E+03  0.8394906E+03  0.8742409E+03  0.9087801E+03  0.9431336E+03  0.9773316E+03  0.1011407E+04  0.1045394E+04  0.1079328E+04  0.1113246E+04  0.1147183E+04  0.1181174E+04  0.1215251E+04  0.1249441E+04  0.1283764E+04  0.1297291E+04  0.1310825E+04  0.1324319E+04  0.1337743E+04
           87  0.5662693E+03  0.5821340E+03  0.5980154E+03  0.6139249E+03  0.6298818E+03  0.6653385E+03  0.7008995E+03  0.7364233E+03  0.7718207E+03  0.8070389E+03  0.8420499E+03  0.8768436E+03  0.9114223E+03  0.9457968E+03  0.9799840E+03  0.1014005E+04  0.1047882E+04  0.1081639E+04  0.1115301E+04  0.1148892E+04  0.1182431E+04  0.1215935E+04  0.1249417E+04  0.1282876E+04  0.1296052E+04  0.1309193E+04  0.1322265E+04  0.1335236E+04
           88  0.5663938E+03  0.5828898E+03  0.5993852E+03  0.6158933E+03  0.6324296E+03  0.6680406E+03  0.7037080E+03  0.7393210E+03  0.7748003E+03  0.8100928E+03  0.8451658E+03  0.8800021E+03  0.9145963E+03  0.9489511E+03  0.9830755E+03  0.1016982E+04  0.1050686E+04  0.1084203E+04  0.1117548E+04  0.1150736E+04  0.1183778E+04  0.1216682E+04  0.1249449E+04  0.1282075E+04  0.1295483E+04  0.1308815E+04  0.1322062E+04  0.1335198E+04
           89  0.5666681E+03  0.5836522E+03  0.6006096E+03  0.6175510E+03  0.6344897E+03  0.6706054E+03  0.7066500E+03  0.7425498E+03  0.7782472E+03  0.8137008E+03  0.8488839E+03  0.8837813E+03  0.9183872E+03  0.9527028E+03  0.9867336E+03  0.1020489E+04  0.1053979E+04  0.1087214E+04  0.1120206E+04  0.1152961E+04  0.1185486E+04  0.1217782E+04  0.1249845E+04  0.1281668E+04  0.1295736E+04  0.1309670E+04  0.1323499E+04  0.1337200E+04
           90  0.5673760E+03  0.5847388E+03  0.6020449E+03  0.6193033E+03  0.6365204E+03  0.6733449E+03  0.7099494E+03  0.7462815E+03  0.7823036E+03  0.8179900E+03  0.8533254E+03  0.8883028E+03  0.9229216E+03  0.9571857E+03  0.9911022E+03  0.1024680E+04  0.1057929E+04  0.1090857E+04  0.1123472E+04  0.1155780E+04  0.1187780E+04  0.1219471E+04  0.1250842E+04  0.1281877E+04  0.1296941E+04  0.1311769E+04  0.1326465E+04  0.1341009E+04
           91  0.5688295E+03  0.5864743E+03  0.6040333E+03  0.6215118E+03  0.6389122E+03  0.6766236E+03  0.7139213E+03  0.7507842E+03  0.7871994E+03  0.8231616E+03  0.8586715E+03  0.8937345E+03  0.9283591E+03  0.9625562E+03  0.9963374E+03  0.1029715E+04  0.1062699E+04  0.1095300E+04  0.1127525E+04  0.1159377E+04  0.1190858E+04  0.1221959E+04  0.1252668E+04  0.1282953E+04  0.1299190E+04  0.1315082E+04  0.1330810E+04  0.1346356E+04
           92  0.5714332E+03  0.5893069E+03  0.6070679E+03  0.6247142E+03  0.6422447E+03  0.6809199E+03  0.7189709E+03  0.7564028E+03  0.7932301E+03  0.8294712E+03  0.8651463E+03  0.9002764E+03  0.9348824E+03  0.9689845E+03  0.1002602E+04  0.1035751E+04  0.1068446E+04  0.1100700E+04  0.1132522E+04  0.1163917E+04  0.1194886E+04  0.1225429E+04  0.1255539E+04  0.1285207E+04  0.1302776E+04  0.1319931E+04  0.1336883E+04  0.1353615E+04
           93  0.5754505E+03  0.5935883E+03  0.6115796E+03  0.6294127E+03  0.6470759E+03  0.6867659E+03  0.7255646E+03  0.7635363E+03  0.8007348E+03  0.8372079E+03  0.8729985E+03  0.9081455E+03  0.9426839E+03  0.9766446E+03  0.1010055E+04  0.1042938E+04  0.1075314E+04  0.1107197E+04  0.1138599E+04  0.1169528E+04  0.1199989E+04  0.1229986E+04  0.1259526E+04  0.1288629E+04  0.1307688E+04  0.1326244E+04  0.1344545E+04  0.1362581E+04
           94  0.5812714E+03  0.5998275E+03  0.6182006E+03  0.6363758E+03  0.6543301E+03  0.6948457E+03  0.7342404E+03  0.7726204E+03  0.8100727E+03  0.8466715E+03  0.8824811E+03  0.9175580E+03  0.9519508E+03  0.9857016E+03  0.1018846E+04  0.1051414E+04  0.1083428E+04  0.1114909E+04  0.1145869E+04  0.1176317E+04  0.1206257E+04  0.1235688E+04  0.1264606E+04  0.1293003E+04  0.1313580E+04  0.1333518E+04  0.1353145E+04  0.1372466E+04
           95  0.5895458E+03  0.6087422E+03  0.6277106E+03  0.6464288E+03  0.6648686E+03  0.7058028E+03  0.7455054E+03  0.7840656E+03  0.8215799E+03  0.8581394E+03  0.8938252E+03  0.9287080E+03  0.9628488E+03  0.9962988E+03  0.1029101E+04  0.1061291E+04  0.1092896E+04  0.1123937E+04  0.1154430E+04  0.1184382E+04  0.1213795E+04  0.1242663E+04  0.1270971E+04  0.1298694E+04  0.1320889E+04  0.1342181E+04  0.1363111E+04  0.1383703E+04
           96  0.6000816E+03  0.6201565E+03  0.6399766E+03  0.6595277E+03  0.6787290E+03  0.7199386E+03  0.7597005E+03  0.7981829E+03  0.8355220E+03  0.8718328E+03  0.9072133E+03  0.9417470E+03  0.9755041E+03  0.1008543E+04  0.1040913E+04  0.1072652E+04  0.1103791E+04  0.1134353E+04  0.1164353E+04  0.1193799E+04  0.1222692E+04  0.1251023E+04  0.1278769E+04  0.1305879E+04  0.1329060E+04  0.1351508E+04  0.1373565E+04  0.1395266E+04
           97  0.6140505E+03  0.6353074E+03  0.6562248E+03  0.6767858E+03  0.6968762E+03  0.7377830E+03  0.7771684E+03  0.8152199E+03  0.8520876E+03  0.8878986E+03  0.9227610E+03  0.9567661E+03  0.9899898E+03  0.1022495E+04  0.1054331E+04  0.1085540E+04  0.1116153E+04  0.1146192E+04  0.1175674E+04  0.1204607E+04  0.1232994E+04  0.1260831E+04  0.1288109E+04  0.1314821E+04  0.1339069E+04  0.1362616E+04  0.1385757E+04  0.1408528E+04
           98  0.6319245E+03  0.6546184E+03  0.6768504E+03  0.6986014E+03  0.7197233E+03  0.7595270E+03  0.7980368E+03  0.8352723E+03  0.8713466E+03  0.9063844E+03  0.9404979E+03  0.9737817E+03  0.1006313E+04  0.1038154E+04  0.1069354E+04  0.1099951E+04  0.1129976E+04  0.1159450E+04  0.1188388E+04  0.1216799E+04  0.1244686E+04  0.1272045E+04  0.1298864E+04  0.1325110E+04  0.1350364E+04  0.1374895E+04  0.1399008E+04  0.1422747E+04
           99  0.6519698E+03  0.6761792E+03  0.6997578E+03  0.7227111E+03  0.7448480E+03  0.7844699E+03  0.8221034E+03  0.8582637E+03  0.8932427E+03  0.9272296E+03  0.9603578E+03  0.9927255E+03  0.1024407E+04  0.1055458E+04  0.1085921E+04  0.1115831E+04  0.1145212E+04  0.1174080E+04  0.1202450E+04  0.1230329E+04  0.1257724E+04  0.1284642E+04  0.1311098E+04  0.1337137E+04  0.1363356E+04  0.1388764E+04  0.1413757E+04  0.1438381E+04
          100  0.6791186E+03  0.7047476E+03  0.7297130E+03  0.7539722E+03  0.7773661E+03  0.8143259E+03  0.8498732E+03  0.8842535E+03  0.9176710E+03  0.9502750E+03  0.9821714E+03  0.1013436E+04  0.1044124E+04  0.1074275E+04  0.1103919E+04  0.1133077E+04  0.1161766E+04  0.1189997E+04  0.1217775E+04  0.1245105E+04  0.1271989E+04  0.1298425E+04  0.1324406E+04  0.1349909E+04  0.1376646E+04  0.1402760E+04  0.1428469E+04  0.1453817E+04
          101  0.7097731E+03  0.7374200E+03  0.7639492E+03  0.7894581E+03  0.8139120E+03  0.8478139E+03  0.8806422E+03  0.9127198E+03  0.9441954E+03  0.9751463E+03  0.1005618E+04  0.1035640E+04  0.1065232E+04  0.1094407E+04  0.1123176E+04  0.1151543E+04  0.1179513E+04  0.1207086E+04  0.1234261E+04  0.1261037E+04  0.1287408E+04  0.1313371E+04  0.1338926E+04  0.1364095E+04  0.1391454E+04  0.1418195E+04  0.1444546E+04  0.1470550E+04
          102  0.7473591E+03  0.7759245E+03  0.8034930E+03  0.8300413E+03  0.8554548E+03  0.8841423E+03  0.9133762E+03  0.9427544E+03  0.9720838E+03  0.1001264E+04  0.1030236E+04  0.1058965E+04  0.1087427E+04  0.1115604E+04  0.1143482E+04  0.1171050E+04  0.1198297E+04  0.1225215E+04  0.1251794E+04  0.1278024E+04  0.1303890E+04  0.1329375E+04  0.1354441E+04  0.1379010E+04  0.1406886E+04  0.1434138E+04  0.1461023E+04  0.1487583E+04
          103  0.7815357E+03  0.8110509E+03  0.8394870E+03  0.8668538E+03  0.8931035E+03  0.9190250E+03  0.9457319E+03  0.9729163E+03  0.1000363E+04  0.1027923E+04  0.1055491E+04  0.1082993E+04  0.1110372E+04  0.1137587E+04  0.1164606E+04  0.1191401E+04  0.1217953E+04  0.1244242E+04  0.1270252E+04  0.1295970E+04  0.1321384E+04  0.1346484E+04  0.1371272E+04  0.1395770E+04  0.1423927E+04  0.1451628E+04  0.1478982E+04  0.1506029E+04
          104  0.8132769E+03  0.8436337E+03  0.8727777E+03  0.9008776E+03  0.9277829E+03  0.9519146E+03  0.9768573E+03  0.1002396E+04  0.1028347E+04  0.1054560E+04  0.1080923E+04  0.1107343E+04  0.1133752E+04  0.1160093E+04  0.1186323E+04  0.1212405E+04  0.1238310E+04  0.1264013E+04  0.1289492E+04  0.1314732E+04  0.1339716E+04  0.1364435E+04  0.1388884E+04  0.1413067E+04  0.1441548E+04  0.1469613E+04  0.1497350E+04  0.1524797E+04
          105  0.8426882E+03  0.8729604E+03  0.9023935E+03  0.9312857E+03  0.9599953E+03  0.9827599E+03  0.1006452E+04  0.1030807E+04  0.1055638E+04  0.1080806E+04  0.1106198E+04  0.1131725E+04  0.1157312E+04  0.1182900E+04  0.1208439E+04  0.1233888E+04  0.1259214E+04  0.1284387E+04  0.1309385E+04  0.1334185E+04  0.1358770E+04  0.1383121E+04  0.1407217E+04  0.1431020E+04  0.1459739E+04  0.1488088E+04  0.1516131E+04  0.1543902E+04
          106  0.8693374E+03  0.8991021E+03  0.9286153E+03  0.9582820E+03  0.9887973E+03  0.1011253E+04  0.1034334E+04  0.1057964E+04  0.1082038E+04  0.1106452E+04  0.1131114E+04  0.1155943E+04  0.1180870E+04  0.1205838E+04  0.1230798E+04  0.1255708E+04  0.1280534E+04  0.1305246E+04  0.1329819E+04  0.1354232E+04  0.1378469E+04  0.1402515E+04  0.1426359E+04  0.1449995E+04  0.1478920E+04  0.1507513E+04  0.1535806E+04  0.1563821E+04
          107  0.8984179E+03  0.9270049E+03  0.9557955E+03  0.9851382E+03  0.1016094E+04  0.1038101E+04  0.1060755E+04  0.1083929E+04  0.1107516E+04  0.1131423E+04  0.1155572E+04  0.1179890E+04  0.1204317E+04  0.1228801E+04  0.1253296E+04  0.1277763E+04  0.1302171E+04  0.1326490E+04  0.1350697E+04  0.1374773E+04  0.1398703E+04  0.1422476E+04  0.1446085E+04  0.1469535E+04  0.1498676E+04  0.1527488E+04  0.1555988E+04  0.1584177E+04
          108  0.9268454E+03  0.9540568E+03  0.9819556E+03  0.1010808E+04  0.1041096E+04  0.1063161E+04  0.1085743E+04  0.1108751E+04  0.1132104E+04  0.1155727E+04  0.1179556E+04  0.1203532E+04  0.1227606E+04  0.1251731E+04  0.1275870E+04  0.1299988E+04  0.1324056E+04  0.1348049E+04  0.1371946E+04  0.1395729E+04  0.1419383E+04  0.1442899E+04  0.1466268E+04  0.1489490E+04  0.1518840E+04  0.1547858E+04  0.1576561E+04  0.1604950E+04
          109  0.9539965E+03  0.9791759E+03  0.1005736E+04  0.1033811E+04  0.1064345E+04  0.1086746E+04  0.1109516E+04  0.1132593E+04  0.1155920E+04  0.1179445E+04  0.1203119E+04  0.1226899E+04  0.1250746E+04  0.1274624E+04  0.1298503E+04  0.1322355E+04  0.1346155E+04  0.1369884E+04  0.1393522E+04  0.1417053E+04  0.1440464E+04  0.1463743E+04  0.1486876E+04  0.1509846E+04  0.1539390E+04  0.1568604E+04  0.1597499E+04  0.1626076E+04
          110  0.9821456E+03  0.1005378E+04  0.1030375E+04  0.1057169E+04  0.1086331E+04  0.1109246E+04  0.1132384E+04  0.1155701E+04  0.1179160E+04  0.1202728E+04  0.1226375E+04  0.1250072E+04  0.1273794E+04  0.1297515E+04  0.1321214E+04  0.1344870E+04  0.1368465E+04  0.1391982E+04  0.1415407E+04  0.1438727E+04  0.1461931E+04  0.1485011E+04  0.1507962E+04  0.1530783E+04  0.1560537E+04  0.1589951E+04  0.1619038E+04  0.1647805E+04
          111  0.1013288E+04  0.1034636E+04  0.1057597E+04  0.1082153E+04  0.1107433E+04  0.1131063E+04  0.1154711E+04  0.1178383E+04  0.1202074E+04  0.1225777E+04  0.1249481E+04  0.1273174E+04  0.1296842E+04  0.1320472E+04  0.1344051E+04  0.1367566E+04  0.1391003E+04  0.1414352E+04  0.1437601E+04  0.1460741E+04  0.1483764E+04  0.1506663E+04  0.1529435E+04  0.1552079E+04  0.1582043E+04  0.1611651E+04  0.1640919E+04  0.1669836E+04
          112  0.1043964E+04  0.1063379E+04  0.1083994E+04  0.1105733E+04  0.1128551E+04  0.1152821E+04  0.1176964E+04  0.1201003E+04  0.1224953E+04  0.1248824E+04  0.1272622E+04  0.1296349E+04  0.1320004E+04  0.1343583E+04  0.1367080E+04  0.1390491E+04  0.1413806E+04  0.1437018E+04  0.1460120E+04  0.1483105E+04  0.1505965E+04  0.1528695E+04  0.1551292E+04  0.1573757E+04  0.1603929E+04  0.1633731E+04  0.1663205E+04  0.1692398E+04
          113  0.1077150E+04  0.1094516E+04  0.1112549E+04  0.1131156E+04  0.1150202E+04  0.1174988E+04  0.1199549E+04  0.1223903E+04  0.1248077E+04  0.1272096E+04  0.1295980E+04  0.1319744E+04  0.1343395E+04  0.1366938E+04  0.1390374E+04  0.1413702E+04  0.1436918E+04  0.1460017E+04  0.1482994E+04  0.1505844E+04  0.1528558E+04  0.1551130E+04  0.1573551E+04  0.1595809E+04  0.1626156E+04  0.1656111E+04  0.1685704E+04  0.1714903E+04
          114  0.1109303E+04  0.1124812E+04  0.1140579E+04  0.1156527E+04  0.1172467E+04  0.1197878E+04  0.1222798E+04  0.1247373E+04  0.1271685E+04  0.1295787E+04  0.1319712E+04  0.1343484E+04  0.1367117E+04  0.1390620E+04  0.1413998E+04  0.1437253E+04  0.1460383E+04  0.1483386E+04  0.1506258E+04  0.1528993E+04  0.1551586E+04  0.1574026E+04  0.1596307E+04  0.1618414E+04  0.1648904E+04  0.1679010E+04  0.1708771E+04  0.1738199E+04
          115  0.1141844E+04  0.1155754E+04  0.1169687E+04  0.1183588E+04  0.1197222E+04  0.1222353E+04  0.1247155E+04  0.1271674E+04  0.1295954E+04  0.1320027E+04  0.1343921E+04  0.1367653E+04  0.1391239E+04  0.1414686E+04  0.1438001E+04  0.1461184E+04  0.1484237E+04  0.1507157E+04  0.1529941E+04  0.1552583E+04  0.1575078E+04  0.1597419E+04  0.1619597E+04  0.1641608E+04  0.1672233E+04  0.1702478E+04  0.1732389E+04  0.1762042E+04
          116  0.1172979E+04  0.1185716E+04  0.1198375E+04  0.1210920E+04  0.1223176E+04  0.1247896E+04  0.1272416E+04  0.1296737E+04  0.1320870E+04  0.1344829E+04  0.1368628E+04  0.1392278E+04  0.1415787E+04  0.1439162E+04  0.1462405E+04  0.1485517E+04  0.1508499E+04  0.1531347E+04  0.1554059E+04  0.1576629E+04  0.1599050E+04  0.1621315E+04  0.1643409E+04  0.1665304E+04  0.1696068E+04  0.1726410E+04  0.1756345E+04  0.1785849E+04
          117  0.1202476E+04  0.1214461E+04  0.1226349E+04  0.1238116E+04  0.1249673E+04  0.1274072E+04  0.1298307E+04  0.1322391E+04  0.1346329E+04  0.1370130E+04  0.1393798E+04  0.1417337E+04  0.1440752E+04  0.1464042E+04  0.1487210E+04  0.1510254E+04  0.1533171E+04  0.1555960E+04  0.1578616E+04  0.1601134E+04  0.1623513E+04  0.1645749E+04  0.1667849E+04  0.1689838E+04  0.1720812E+04  0.1751268E+04  0.1781262E+04  0.1810799E+04
          118  0.1231096E+04  0.1242663E+04  0.1254141E+04  0.1265516E+04  0.1276748E+04  0.1300755E+04  0.1324671E+04  0.1348492E+04  0.1372216E+04  0.1395840E+04  0.1419363E+04  0.1442782E+04  0.1466096E+04  0.1489302E+04  0.1512397E+04  0.1535379E+04  0.1558242E+04  0.1580983E+04  0.1603597E+04  0.1626077E+04  0.1648419E+04  0.1670612E+04  0.1692641E+04  0.1714475E+04  0.1745483E+04  0.1775987E+04  0.1806034E+04  0.1835663E+04
          119  0.1259036E+04  0.1270404E+04  0.1281705E+04  0.1292936E+04  0.1304083E+04  0.1327715E+04  0.1351324E+04  0.1374893E+04  0.1398409E+04  0.1421862E+04  0.1445245E+04  0.1468549E+04  0.1491770E+04  0.1514900E+04  0.1537933E+04  0.1560865E+04  0.1583689E+04  0.1606399E+04  0.1628989E+04  0.1651453E+04  0.1673787E+04  0.1695987E+04  0.1718055E+04  0.1740008E+04  0.1770939E+04  0.1801415E+04  0.1831449E+04  0.1861042E+04
          120  0.1286779E+04  0.1298009E+04  0.1309190E+04  0.1320326E+04  0.1331416E+04  0.1354747E+04  0.1378100E+04  0.1401455E+04  0.1424793E+04  0.1448100E+04  0.1471364E+04  0.1494573E+04  0.1517719E+04  0.1540791E+04  0.1563781E+04  0.1586682E+04  0.1609485E+04  0.1632183E+04  0.1654768E+04  0.1677233E+04  0.1699570E+04  0.1721772E+04  0.1743834E+04  0.1765748E+04  0.1796750E+04  0.1827208E+04  0.1857232E+04  0.1886864E+04
          121  0.1314578E+04  0.1325605E+04  0.1336614E+04  0.1347612E+04  0.1358605E+04  0.1381709E+04  0.1404871E+04  0.1428065E+04  0.1451271E+04  0.1474470E+04  0.1497648E+04  0.1520792E+04  0.1543889E+04  0.1566929E+04  0.1589901E+04  0.1612795E+04  0.1635602E+04  0.1658312E+04  0.1680916E+04  0.1703403E+04  0.1725765E+04  0.1747992E+04  0.1770072E+04  0.1791995E+04  0.1822748E+04  0.1853056E+04  0.1883006E+04  0.1912628E+04
          122  0.1342467E+04  0.1353198E+04  0.1363950E+04  0.1374725E+04  0.1385535E+04  0.1408502E+04  0.1431546E+04  0.1454641E+04  0.1477766E+04  0.1500903E+04  0.1524036E+04  0.1547150E+04  0.1570232E+04  0.1593271E+04  0.1616255E+04  0.1639172E+04  0.1662012E+04  0.1684763E+04  0.1707415E+04  0.1729956E+04  0.1752374E+04  0.1774656E+04  0.1796790E+04  0.1818760E+04  0.1849218E+04  0.1879327E+04  0.1909160E+04  0.1938738E+04
          123  0.1370204E+04  0.1380621E+04  0.1391081E+04  0.1401584E+04  0.1412145E+04  0.1435065E+04  0.1458067E+04  0.1481128E+04  0.1504228E+04  0.1527350E+04  0.1550479E+04  0.1573603E+04  0.1596707E+04  0.1619779E+04  0.1642807E+04  0.1665781E+04  0.1688687E+04  0.1711513E+04  0.1734248E+04  0.1756879E+04  0.1779391E+04  0.1801771E+04  0.1824003E+04  0.1846070E+04  0.1876215E+04  0.1906098E+04  0.1935782E+04  0.1965284E+04
          124  0.1397670E+04  0.1407777E+04  0.1417938E+04  0.1428150E+04  0.1438426E+04  0.1461386E+04  0.1484414E+04  0.1507497E+04  0.1530622E+04  0.1553774E+04  0.1576942E+04  0.1600113E+04  0.1623275E+04  0.1646416E+04  0.1669525E+04  0.1692589E+04  0.1715597E+04  0.1738537E+04  0.1761394E+04  0.1784155E+04  0.1806805E+04  0.1829328E+04  0.1851707E+04  0.1873922E+04  0.1903736E+04  0.1933377E+04  0.1962885E+04  0.1992274E+04
          125  0.1424858E+04  0.1434689E+04  0.1444569E+04  0.1454495E+04  0.1464468E+04  0.1487504E+04  0.1510599E+04  0.1533745E+04  0.1556933E+04  0.1580154E+04  0.1603396E+04  0.1626649E+04  0.1649904E+04  0.1673149E+04  0.1696373E+04  0.1719565E+04  0.1742712E+04  0.1765802E+04  0.1788822E+04  0.1811758E+04  0.1834593E+04  0.1857313E+04  0.1879897E+04  0.1902325E+04  0.1931813E+04  0.1961202E+04  0.1990513E+04  0.2019755E+04
          126  0.1451595E+04  0.1461193E+04  0.1470851E+04  0.1480560E+04  0.1490310E+04  0.1513445E+04  0.1536633E+04  0.1559870E+04  0.1583151E+04  0.1606468E+04  0.1629815E+04  0.1653182E+04  0.1676562E+04  0.1699943E+04  0.1723316E+04  0.1746670E+04  0.1769994E+04  0.1793275E+04  0.1816499E+04  0.1839654E+04  0.1862724E+04  0.1885692E+04  0.1908542E+04  0.1931256E+04  0.1960427E+04  0.1989556E+04  0.2018651E+04  0.2047721E+04
          127  0.1477458E+04  0.1487029E+04  0.1496648E+04  0.1506304E+04  0.1515986E+04  0.1539229E+04  0.1562523E+04  0.1585868E+04  0.1609261E+04  0.1632698E+04  0.1656174E+04  0.1679681E+04  0.1703213E+04  0.1726761E+04  0.1750315E+04  0.1773865E+04  0.1797401E+04  0.1820910E+04  0.1844380E+04  0.1867797E+04  0.1891147E+04  0.1914415E+04  0.1937584E+04  0.1960638E+04  0.1989483E+04  0.2018341E+04  0.2047209E+04  0.2076090E+04
          128  0.1502437E+04  0.1512198E+04  0.1521969E+04  0.1531745E+04  0.1541518E+04  0.1564865E+04  0.1588267E+04  0.1611726E+04  0.1635243E+04  0.1658816E+04  0.1682440E+04  0.1706110E+04  0.1729819E+04  0.1753560E+04  0.1777324E+04  0.1801102E+04  0.1824884E+04  0.1848658E+04  0.1872412E+04  0.1896134E+04  0.1919809E+04  0.1943423E+04  0.1966959E+04  0.1990401E+04  0.2018919E+04  0.2047501E+04  0.2076135E+04  0.2104818E+04
          129  0.1526765E+04  0.1536828E+04  0.1546872E+04  0.1556899E+04  0.1566908E+04  0.1590342E+04  0.1613844E+04  0.1637419E+04  0.1661066E+04  0.1684785E+04  0.1708573E+04  0.1732424E+04  0.1756333E+04  0.1780292E+04  0.1804294E+04  0.1828330E+04  0.1852389E+04  0.1876462E+04  0.1900538E+04  0.1924603E+04  0.1948646E+04  0.1972651E+04  0.1996603E+04  0.2020485E+04  0.2048680E+04  0.2076989E+04  0.2105387E+04  0.2133869E+04
          130  0.1550903E+04  0.1561242E+04  0.1571556E+04  0.1581848E+04  0.1592127E+04  0.1615624E+04  0.1639215E+04  0.1662902E+04  0.1686684E+04  0.1710560E+04  0.1734525E+04  0.1758575E+04  0.1782703E+04  0.1806903E+04  0.1831168E+04  0.1855489E+04  0.1879856E+04  0.1904260E+04  0.1928692E+04  0.1953138E+04  0.1977588E+04  0.2002029E+04  0.2026445E+04  0.2050820E+04  0.2078716E+04  0.2106765E+04  0.2134933E+04  0.2163215E+04
          131  0.1575036E+04  0.1585595E+04  0.1596116E+04  0.1606612E+04  0.1617098E+04  0.1640643E+04  0.1664316E+04  0.1688115E+04  0.1712037E+04  0.1736080E+04  0.1760236E+04  0.1784502E+04  0.1808869E+04  0.1833332E+04  0.1857883E+04  0.1882514E+04  0.1907217E+04  0.1931983E+04  0.1956802E+04  0.1981664E+04  0.2006559E+04  0.2031475E+04  0.2056401E+04  0.2081327E+04  0.2108952E+04  0.2136755E+04  0.2164700E+04  0.2192782E+04
