     Y                     1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18             19             20             21             22             23             24             25             26             27             28             29             30             31             32             33             34             35             36             37             38             39             40             41             42
           67  0.1211096E+06  0.1211341E+06  0.1211838E+06  0.1212347E+06  0.1212873E+06  0.1213192E+06  0.1213295E+06  0.1213400E+06  0.1213506E+06  0.1213613E+06  0.1213721E+06  0.1213830E+06  0.1213941E+06  0.1214053E+06  0.1214166E+06  0.1214280E+06  0.1214396E+06  0.1214513E+06  0.1214631E+06  0.1214751E+06  0.1214871E+06  0.1214993E+06  0.1215116E+06  0.1215240E+06  0.1215365E+06  0.1215491E+06  0.1215618E+06  0.1215746E+06  0.1215875E+06  0.1216004E+06  0.1216135E+06  0.1216266E+06  0.1216398E+06  0.1216530E+06  0.1216663E+06  0.1216797E+06  0.1216930E+06  0.1217064E+06  0.1217197E+06  0.1217445E+06  0.1217811E+06  0.1217995E+06
           68  0.1211183E+06  0.1211432E+06  0.1211938E+06  0.1212464E+06  0.1213020E+06  0.1213356E+06  0.1213457E+06  0.1213559E+06  0.1213663E+06  0.1213768E+06  0.1213875E+06  0.1213983E+06  0.1214093E+06  0.1214204E+06  0.1214317E+06  0.1214431E+06  0.1214547E+06  0.1214664E+06  0.1214782E+06  0.1214902E+06  0.1215023E+06  0.1215145E+06  0.1215269E+06  0.1215393E+06  0.1215519E+06  0.1215646E+06  0.1215774E+06  0.1215903E+06  0.1216033E+06  0.1216164E+06  0.1216296E+06  0.1216428E+06  0.1216562E+06  0.1216697E+06  0.1216833E+06  0.1216969E+06  0.1217105E+06  0.1217243E+06  0.1217380E+06  0.1217626E+06  0.1217985E+06  0.1218166E+06
           69  0.1211264E+06  0.1211516E+06  0.1212030E+06  0.1212571E+06  0.1213153E+06  0.1213507E+06  0.1213603E+06  0.1213701E+06  0.1213803E+06  0.1213906E+06  0.1214012E+06  0.1214119E+06  0.1214229E+06  0.1214340E+06  0.1214453E+06  0.1214567E+06  0.1214683E+06  0.1214801E+06  0.1214920E+06  0.1215040E+06  0.1215161E+06  0.1215284E+06  0.1215409E+06  0.1215534E+06  0.1215661E+06  0.1215789E+06  0.1215918E+06  0.1216048E+06  0.1216180E+06  0.1216312E+06  0.1216446E+06  0.1216581E+06  0.1216718E+06  0.1216855E+06  0.1216994E+06  0.1217135E+06  0.1217277E+06  0.1217421E+06  0.1217566E+06  0.1217815E+06  0.1218169E+06  0.1218348E+06
           70  0.1211328E+06  0.1211581E+06  0.1212097E+06  0.1212645E+06  0.1213240E+06  0.1213622E+06  0.1213718E+06  0.1213816E+06  0.1213918E+06  0.1214022E+06  0.1214128E+06  0.1214236E+06  0.1214346E+06  0.1214458E+06  0.1214572E+06  0.1214687E+06  0.1214804E+06  0.1214922E+06  0.1215042E+06  0.1215163E+06  0.1215286E+06  0.1215410E+06  0.1215535E+06  0.1215662E+06  0.1215790E+06  0.1215919E+06  0.1216050E+06  0.1216181E+06  0.1216314E+06  0.1216449E+06  0.1216584E+06  0.1216721E+06  0.1216859E+06  0.1216999E+06  0.1217141E+06  0.1217285E+06  0.1217431E+06  0.1217579E+06  0.1217731E+06  0.1217992E+06  0.1218362E+06  0.1218546E+06
           71  0.1211385E+06  0.1211636E+06  0.1212149E+06  0.1212696E+06  0.1213297E+06  0.1213696E+06  0.1213798E+06  0.1213901E+06  0.1214007E+06  0.1214114E+06  0.1214222E+06  0.1214333E+06  0.1214445E+06  0.1214558E+06  0.1214673E+06  0.1214790E+06  0.1214908E+06  0.1215028E+06  0.1215149E+06  0.1215272E+06  0.1215396E+06  0.1215522E+06  0.1215648E+06  0.1215776E+06  0.1215906E+06  0.1216036E+06  0.1216168E+06  0.1216301E+06  0.1216436E+06  0.1216571E+06  0.1216708E+06  0.1216845E+06  0.1216985E+06  0.1217125E+06  0.1217267E+06  0.1217410E+06  0.1217555E+06  0.1217702E+06  0.1217851E+06  0.1218130E+06  0.1218534E+06  0.1218734E+06
           72  0.1211448E+06  0.1211696E+06  0.1212207E+06  0.1212753E+06  0.1213358E+06  0.1213754E+06  0.1213861E+06  0.1213969E+06  0.1214078E+06  0.1214188E+06  0.1214299E+06  0.1214411E+06  0.1214525E+06  0.1214641E+06  0.1214758E+06  0.1214876E+06  0.1214996E+06  0.1215118E+06  0.1215241E+06  0.1215366E+06  0.1215492E+06  0.1215619E+06  0.1215748E+06  0.1215877E+06  0.1216009E+06  0.1216141E+06  0.1216274E+06  0.1216409E+06  0.1216544E+06  0.1216681E+06  0.1216818E+06  0.1216956E+06  0.1217096E+06  0.1217236E+06  0.1217377E+06  0.1217518E+06  0.1217661E+06  0.1217804E+06  0.1217947E+06  0.1218242E+06  0.1218680E+06  0.1218895E+06
           73  0.1211512E+06  0.1211759E+06  0.1212266E+06  0.1212811E+06  0.1213421E+06  0.1213811E+06  0.1213919E+06  0.1214027E+06  0.1214137E+06  0.1214248E+06  0.1214360E+06  0.1214474E+06  0.1214590E+06  0.1214707E+06  0.1214826E+06  0.1214946E+06  0.1215069E+06  0.1215192E+06  0.1215318E+06  0.1215445E+06  0.1215573E+06  0.1215702E+06  0.1215833E+06  0.1215966E+06  0.1216099E+06  0.1216233E+06  0.1216369E+06  0.1216505E+06  0.1216642E+06  0.1216780E+06  0.1216919E+06  0.1217058E+06  0.1217198E+06  0.1217338E+06  0.1217478E+06  0.1217618E+06  0.1217759E+06  0.1217899E+06  0.1218039E+06  0.1218351E+06  0.1218816E+06  0.1219048E+06
           74  0.1211575E+06  0.1211817E+06  0.1212315E+06  0.1212851E+06  0.1213454E+06  0.1213865E+06  0.1213969E+06  0.1214075E+06  0.1214183E+06  0.1214293E+06  0.1214405E+06  0.1214519E+06  0.1214636E+06  0.1214755E+06  0.1214876E+06  0.1214999E+06  0.1215124E+06  0.1215250E+06  0.1215378E+06  0.1215508E+06  0.1215639E+06  0.1215772E+06  0.1215906E+06  0.1216041E+06  0.1216178E+06  0.1216315E+06  0.1216453E+06  0.1216592E+06  0.1216732E+06  0.1216873E+06  0.1217014E+06  0.1217155E+06  0.1217296E+06  0.1217437E+06  0.1217578E+06  0.1217719E+06  0.1217858E+06  0.1217996E+06  0.1218132E+06  0.1218456E+06  0.1218946E+06  0.1219193E+06
           75  0.1211627E+06  0.1211861E+06  0.1212342E+06  0.1212859E+06  0.1213436E+06  0.1213907E+06  0.1214001E+06  0.1214101E+06  0.1214205E+06  0.1214313E+06  0.1214426E+06  0.1214541E+06  0.1214660E+06  0.1214781E+06  0.1214905E+06  0.1215031E+06  0.1215159E+06  0.1215290E+06  0.1215422E+06  0.1215556E+06  0.1215691E+06  0.1215828E+06  0.1215966E+06  0.1216105E+06  0.1216246E+06  0.1216387E+06  0.1216529E+06  0.1216672E+06  0.1216816E+06  0.1216961E+06  0.1217105E+06  0.1217250E+06  0.1217395E+06  0.1217540E+06  0.1217685E+06  0.1217828E+06  0.1217971E+06  0.1218112E+06  0.1218250E+06  0.1218566E+06  0.1219056E+06  0.1219305E+06
           76  0.1211674E+06  0.1211898E+06  0.1212359E+06  0.1212852E+06  0.1213394E+06  0.1213880E+06  0.1213973E+06  0.1214074E+06  0.1214181E+06  0.1214293E+06  0.1214409E+06  0.1214529E+06  0.1214653E+06  0.1214779E+06  0.1214909E+06  0.1215040E+06  0.1215174E+06  0.1215310E+06  0.1215447E+06  0.1215587E+06  0.1215727E+06  0.1215869E+06  0.1216013E+06  0.1216157E+06  0.1216303E+06  0.1216449E+06  0.1216597E+06  0.1216745E+06  0.1216894E+06  0.1217044E+06  0.1217195E+06  0.1217345E+06  0.1217497E+06  0.1217648E+06  0.1217799E+06  0.1217950E+06  0.1218101E+06  0.1218250E+06  0.1218399E+06  0.1218695E+06  0.1219147E+06  0.1219377E+06
           77  0.1211733E+06  0.1211945E+06  0.1212380E+06  0.1212842E+06  0.1213340E+06  0.1213752E+06  0.1213862E+06  0.1213977E+06  0.1214097E+06  0.1214220E+06  0.1214348E+06  0.1214478E+06  0.1214612E+06  0.1214748E+06  0.1214886E+06  0.1215026E+06  0.1215167E+06  0.1215311E+06  0.1215456E+06  0.1215602E+06  0.1215749E+06  0.1215897E+06  0.1216047E+06  0.1216198E+06  0.1216349E+06  0.1216502E+06  0.1216655E+06  0.1216810E+06  0.1216965E+06  0.1217122E+06  0.1217279E+06  0.1217437E+06  0.1217596E+06  0.1217756E+06  0.1217917E+06  0.1218078E+06  0.1218240E+06  0.1218402E+06  0.1218563E+06  0.1218840E+06  0.1219241E+06  0.1219446E+06
           78  0.1211814E+06  0.1212006E+06  0.1212400E+06  0.1212812E+06  0.1213243E+06  0.1213556E+06  0.1213688E+06  0.1213824E+06  0.1213963E+06  0.1214105E+06  0.1214250E+06  0.1214396E+06  0.1214543E+06  0.1214692E+06  0.1214841E+06  0.1214992E+06  0.1215144E+06  0.1215296E+06  0.1215449E+06  0.1215603E+06  0.1215758E+06  0.1215914E+06  0.1216070E+06  0.1216227E+06  0.1216385E+06  0.1216544E+06  0.1216704E+06  0.1216865E+06  0.1217027E+06  0.1217190E+06  0.1217354E+06  0.1217520E+06  0.1217687E+06  0.1217856E+06  0.1218027E+06  0.1218200E+06  0.1218376E+06  0.1218556E+06  0.1218739E+06  0.1218999E+06  0.1219344E+06  0.1219523E+06
           79  0.1211936E+06  0.1212090E+06  0.1212403E+06  0.1212721E+06  0.1213037E+06  0.1213281E+06  0.1213456E+06  0.1213628E+06  0.1213797E+06  0.1213965E+06  0.1214131E+06  0.1214296E+06  0.1214460E+06  0.1214623E+06  0.1214786E+06  0.1214948E+06  0.1215110E+06  0.1215272E+06  0.1215435E+06  0.1215597E+06  0.1215759E+06  0.1215922E+06  0.1216085E+06  0.1216249E+06  0.1216413E+06  0.1216577E+06  0.1216743E+06  0.1216909E+06  0.1217077E+06  0.1217245E+06  0.1217415E+06  0.1217587E+06  0.1217760E+06  0.1217935E+06  0.1218114E+06  0.1218295E+06  0.1218480E+06  0.1218670E+06  0.1218867E+06  0.1219113E+06  0.1219413E+06  0.1219568E+06
           80  0.1212077E+06  0.1212185E+06  0.1212402E+06  0.1212617E+06  0.1212826E+06  0.1213037E+06  0.1213251E+06  0.1213454E+06  0.1213650E+06  0.1213840E+06  0.1214025E+06  0.1214206E+06  0.1214384E+06  0.1214560E+06  0.1214734E+06  0.1214907E+06  0.1215078E+06  0.1215249E+06  0.1215419E+06  0.1215588E+06  0.1215757E+06  0.1215926E+06  0.1216095E+06  0.1216264E+06  0.1216433E+06  0.1216603E+06  0.1216773E+06  0.1216943E+06  0.1217115E+06  0.1217287E+06  0.1217460E+06  0.1217635E+06  0.1217811E+06  0.1217988E+06  0.1218168E+06  0.1218349E+06  0.1218533E+06  0.1218719E+06  0.1218909E+06  0.1219142E+06  0.1219419E+06  0.1219558E+06
           81  0.1212169E+06  0.1212251E+06  0.1212417E+06  0.1212582E+06  0.1212746E+06  0.1212937E+06  0.1213153E+06  0.1213362E+06  0.1213565E+06  0.1213763E+06  0.1213957E+06  0.1214146E+06  0.1214333E+06  0.1214516E+06  0.1214698E+06  0.1214877E+06  0.1215055E+06  0.1215232E+06  0.1215408E+06  0.1215582E+06  0.1215757E+06  0.1215930E+06  0.1216104E+06  0.1216277E+06  0.1216450E+06  0.1216623E+06  0.1216797E+06  0.1216970E+06  0.1217144E+06  0.1217319E+06  0.1217494E+06  0.1217669E+06  0.1217845E+06  0.1218022E+06  0.1218200E+06  0.1218379E+06  0.1218558E+06  0.1218738E+06  0.1218918E+06  0.1219140E+06  0.1219402E+06  0.1219533E+06
           82  0.1212231E+06  0.1212302E+06  0.1212445E+06  0.1212587E+06  0.1212728E+06  0.1212903E+06  0.1213118E+06  0.1213327E+06  0.1213531E+06  0.1213730E+06  0.1213926E+06  0.1214118E+06  0.1214308E+06  0.1214495E+06  0.1214680E+06  0.1214863E+06  0.1215045E+06  0.1215225E+06  0.1215405E+06  0.1215583E+06  0.1215761E+06  0.1215938E+06  0.1216114E+06  0.1216290E+06  0.1216466E+06  0.1216642E+06  0.1216818E+06  0.1216993E+06  0.1217169E+06  0.1217345E+06  0.1217520E+06  0.1217696E+06  0.1217873E+06  0.1218049E+06  0.1218225E+06  0.1218401E+06  0.1218577E+06  0.1218752E+06  0.1218926E+06  0.1219139E+06  0.1219388E+06  0.1219511E+06
           83  0.1212279E+06  0.1212347E+06  0.1212484E+06  0.1212619E+06  0.1212752E+06  0.1212922E+06  0.1213131E+06  0.1213335E+06  0.1213535E+06  0.1213732E+06  0.1213926E+06  0.1214117E+06  0.1214307E+06  0.1214494E+06  0.1214680E+06  0.1214864E+06  0.1215048E+06  0.1215230E+06  0.1215411E+06  0.1215591E+06  0.1215771E+06  0.1215950E+06  0.1216128E+06  0.1216306E+06  0.1216484E+06  0.1216661E+06  0.1216839E+06  0.1217016E+06  0.1217193E+06  0.1217369E+06  0.1217546E+06  0.1217723E+06  0.1217899E+06  0.1218075E+06  0.1218251E+06  0.1218426E+06  0.1218601E+06  0.1218775E+06  0.1218948E+06  0.1219153E+06  0.1219389E+06  0.1219507E+06
           84  0.1212303E+06  0.1212378E+06  0.1212527E+06  0.1212676E+06  0.1212823E+06  0.1212994E+06  0.1213186E+06  0.1213378E+06  0.1213569E+06  0.1213759E+06  0.1213948E+06  0.1214135E+06  0.1214322E+06  0.1214508E+06  0.1214693E+06  0.1214877E+06  0.1215060E+06  0.1215243E+06  0.1215425E+06  0.1215606E+06  0.1215786E+06  0.1215967E+06  0.1216146E+06  0.1216326E+06  0.1216505E+06  0.1216683E+06  0.1216862E+06  0.1217040E+06  0.1217218E+06  0.1217395E+06  0.1217573E+06  0.1217750E+06  0.1217928E+06  0.1218105E+06  0.1218282E+06  0.1218458E+06  0.1218634E+06  0.1218810E+06  0.1218986E+06  0.1219186E+06  0.1219410E+06  0.1219521E+06
           85  0.1212325E+06  0.1212406E+06  0.1212569E+06  0.1212732E+06  0.1212896E+06  0.1213068E+06  0.1213248E+06  0.1213429E+06  0.1213611E+06  0.1213795E+06  0.1213978E+06  0.1214162E+06  0.1214346E+06  0.1214530E+06  0.1214713E+06  0.1214897E+06  0.1215080E+06  0.1215262E+06  0.1215444E+06  0.1215626E+06  0.1215807E+06  0.1215988E+06  0.1216168E+06  0.1216348E+06  0.1216528E+06  0.1216707E+06  0.1216887E+06  0.1217066E+06  0.1217244E+06  0.1217423E+06  0.1217601E+06  0.1217780E+06  0.1217958E+06  0.1218136E+06  0.1218314E+06  0.1218493E+06  0.1218671E+06  0.1218849E+06  0.1219028E+06  0.1219222E+06  0.1219434E+06  0.1219539E+06
           86  0.1212343E+06  0.1212427E+06  0.1212598E+06  0.1212770E+06  0.1212947E+06  0.1213125E+06  0.1213295E+06  0.1213470E+06  0.1213647E+06  0.1213826E+06  0.1214007E+06  0.1214189E+06  0.1214371E+06  0.1214554E+06  0.1214737E+06  0.1214920E+06  0.1215103E+06  0.1215285E+06  0.1215468E+06  0.1215650E+06  0.1215831E+06  0.1216012E+06  0.1216193E+06  0.1216374E+06  0.1216554E+06  0.1216734E+06  0.1216914E+06  0.1217093E+06  0.1217273E+06  0.1217452E+06  0.1217631E+06  0.1217809E+06  0.1217988E+06  0.1218168E+06  0.1218347E+06  0.1218526E+06  0.1218707E+06  0.1218887E+06  0.1219069E+06  0.1219256E+06  0.1219454E+06  0.1219553E+06
           87  0.1212352E+06  0.1212437E+06  0.1212608E+06  0.1212780E+06  0.1212956E+06  0.1213135E+06  0.1213309E+06  0.1213485E+06  0.1213665E+06  0.1213845E+06  0.1214027E+06  0.1214210E+06  0.1214393E+06  0.1214577E+06  0.1214760E+06  0.1214944E+06  0.1215128E+06  0.1215311E+06  0.1215494E+06  0.1215676E+06  0.1215859E+06  0.1216040E+06  0.1216222E+06  0.1216403E+06  0.1216583E+06  0.1216764E+06  0.1216943E+06  0.1217123E+06  0.1217302E+06  0.1217481E+06  0.1217660E+06  0.1217839E+06  0.1218018E+06  0.1218197E+06  0.1218376E+06  0.1218556E+06  0.1218736E+06  0.1218916E+06  0.1219098E+06  0.1219278E+06  0.1219461E+06  0.1219553E+06
           88  0.1212359E+06  0.1212441E+06  0.1212605E+06  0.1212770E+06  0.1212935E+06  0.1213110E+06  0.1213296E+06  0.1213481E+06  0.1213667E+06  0.1213853E+06  0.1214040E+06  0.1214226E+06  0.1214412E+06  0.1214599E+06  0.1214784E+06  0.1214970E+06  0.1215155E+06  0.1215339E+06  0.1215524E+06  0.1215707E+06  0.1215890E+06  0.1216072E+06  0.1216254E+06  0.1216435E+06  0.1216616E+06  0.1216796E+06  0.1216976E+06  0.1217155E+06  0.1217334E+06  0.1217512E+06  0.1217691E+06  0.1217869E+06  0.1218047E+06  0.1218224E+06  0.1218402E+06  0.1218580E+06  0.1218758E+06  0.1218936E+06  0.1219114E+06  0.1219287E+06  0.1219455E+06  0.1219538E+06
           89  0.1212365E+06  0.1212443E+06  0.1212598E+06  0.1212753E+06  0.1212908E+06  0.1213083E+06  0.1213279E+06  0.1213473E+06  0.1213667E+06  0.1213860E+06  0.1214052E+06  0.1214243E+06  0.1214433E+06  0.1214623E+06  0.1214812E+06  0.1215000E+06  0.1215187E+06  0.1215373E+06  0.1215558E+06  0.1215743E+06  0.1215926E+06  0.1216109E+06  0.1216291E+06  0.1216473E+06  0.1216653E+06  0.1216833E+06  0.1217012E+06  0.1217191E+06  0.1217369E+06  0.1217546E+06  0.1217723E+06  0.1217900E+06  0.1218076E+06  0.1218252E+06  0.1218427E+06  0.1218603E+06  0.1218778E+06  0.1218954E+06  0.1219130E+06  0.1219294E+06  0.1219446E+06  0.1219522E+06
           90  0.1212372E+06  0.1212446E+06  0.1212594E+06  0.1212742E+06  0.1212889E+06  0.1213065E+06  0.1213271E+06  0.1213474E+06  0.1213675E+06  0.1213874E+06  0.1214072E+06  0.1214267E+06  0.1214462E+06  0.1214655E+06  0.1214846E+06  0.1215037E+06  0.1215226E+06  0.1215414E+06  0.1215600E+06  0.1215786E+06  0.1215970E+06  0.1216154E+06  0.1216336E+06  0.1216517E+06  0.1216697E+06  0.1216876E+06  0.1217055E+06  0.1217232E+06  0.1217409E+06  0.1217585E+06  0.1217760E+06  0.1217934E+06  0.1218108E+06  0.1218281E+06  0.1218454E+06  0.1218626E+06  0.1218798E+06  0.1218970E+06  0.1219142E+06  0.1219303E+06  0.1219452E+06  0.1219526E+06
           91  0.1212377E+06  0.1212452E+06  0.1212600E+06  0.1212748E+06  0.1212895E+06  0.1213075E+06  0.1213285E+06  0.1213494E+06  0.1213700E+06  0.1213904E+06  0.1214106E+06  0.1214305E+06  0.1214503E+06  0.1214699E+06  0.1214893E+06  0.1215086E+06  0.1215276E+06  0.1215466E+06  0.1215653E+06  0.1215839E+06  0.1216024E+06  0.1216208E+06  0.1216390E+06  0.1216570E+06  0.1216750E+06  0.1216928E+06  0.1217105E+06  0.1217281E+06  0.1217456E+06  0.1217630E+06  0.1217802E+06  0.1217974E+06  0.1218145E+06  0.1218314E+06  0.1218483E+06  0.1218651E+06  0.1218819E+06  0.1218985E+06  0.1219152E+06  0.1219314E+06  0.1219473E+06  0.1219552E+06
           92  0.1212382E+06  0.1212459E+06  0.1212613E+06  0.1212767E+06  0.1212920E+06  0.1213105E+06  0.1213321E+06  0.1213534E+06  0.1213745E+06  0.1213953E+06  0.1214158E+06  0.1214361E+06  0.1214562E+06  0.1214760E+06  0.1214956E+06  0.1215149E+06  0.1215341E+06  0.1215531E+06  0.1215719E+06  0.1215906E+06  0.1216091E+06  0.1216274E+06  0.1216455E+06  0.1216635E+06  0.1216814E+06  0.1216991E+06  0.1217167E+06  0.1217341E+06  0.1217514E+06  0.1217685E+06  0.1217855E+06  0.1218023E+06  0.1218190E+06  0.1218356E+06  0.1218520E+06  0.1218683E+06  0.1218844E+06  0.1219004E+06  0.1219162E+06  0.1219326E+06  0.1219495E+06  0.1219578E+06
           93  0.1212393E+06  0.1212476E+06  0.1212641E+06  0.1212803E+06  0.1212961E+06  0.1213148E+06  0.1213377E+06  0.1213598E+06  0.1213814E+06  0.1214026E+06  0.1214234E+06  0.1214439E+06  0.1214641E+06  0.1214840E+06  0.1215037E+06  0.1215231E+06  0.1215423E+06  0.1215613E+06  0.1215801E+06  0.1215988E+06  0.1216172E+06  0.1216354E+06  0.1216535E+06  0.1216714E+06  0.1216891E+06  0.1217067E+06  0.1217241E+06  0.1217413E+06  0.1217584E+06  0.1217753E+06  0.1217920E+06  0.1218086E+06  0.1218249E+06  0.1218411E+06  0.1218571E+06  0.1218728E+06  0.1218882E+06  0.1219034E+06  0.1219182E+06  0.1219354E+06  0.1219533E+06  0.1219621E+06
           94  0.1212446E+06  0.1212539E+06  0.1212721E+06  0.1212900E+06  0.1213073E+06  0.1213266E+06  0.1213490E+06  0.1213709E+06  0.1213923E+06  0.1214133E+06  0.1214340E+06  0.1214544E+06  0.1214745E+06  0.1214943E+06  0.1215139E+06  0.1215333E+06  0.1215525E+06  0.1215714E+06  0.1215901E+06  0.1216086E+06  0.1216269E+06  0.1216451E+06  0.1216630E+06  0.1216808E+06  0.1216984E+06  0.1217158E+06  0.1217330E+06  0.1217501E+06  0.1217670E+06  0.1217837E+06  0.1218002E+06  0.1218165E+06  0.1218326E+06  0.1218486E+06  0.1218643E+06  0.1218797E+06  0.1218949E+06  0.1219098E+06  0.1219243E+06  0.1219421E+06  0.1219613E+06  0.1219707E+06
           95  0.1212531E+06  0.1212634E+06  0.1212838E+06  0.1213040E+06  0.1213239E+06  0.1213442E+06  0.1213651E+06  0.1213859E+06  0.1214066E+06  0.1214271E+06  0.1214473E+06  0.1214674E+06  0.1214873E+06  0.1215069E+06  0.1215263E+06  0.1215455E+06  0.1215645E+06  0.1215833E+06  0.1216019E+06  0.1216202E+06  0.1216384E+06  0.1216564E+06  0.1216742E+06  0.1216918E+06  0.1217092E+06  0.1217265E+06  0.1217436E+06  0.1217605E+06  0.1217772E+06  0.1217937E+06  0.1218101E+06  0.1218262E+06  0.1218422E+06  0.1218580E+06  0.1218737E+06  0.1218891E+06  0.1219044E+06  0.1219194E+06  0.1219344E+06  0.1219526E+06  0.1219736E+06  0.1219840E+06
           96  0.1212617E+06  0.1212731E+06  0.1212957E+06  0.1213180E+06  0.1213400E+06  0.1213613E+06  0.1213817E+06  0.1214021E+06  0.1214224E+06  0.1214426E+06  0.1214626E+06  0.1214824E+06  0.1215021E+06  0.1215215E+06  0.1215407E+06  0.1215597E+06  0.1215785E+06  0.1215971E+06  0.1216155E+06  0.1216337E+06  0.1216516E+06  0.1216694E+06  0.1216871E+06  0.1217045E+06  0.1217217E+06  0.1217388E+06  0.1217557E+06  0.1217725E+06  0.1217890E+06  0.1218054E+06  0.1218216E+06  0.1218377E+06  0.1218535E+06  0.1218692E+06  0.1218847E+06  0.1219001E+06  0.1219153E+06  0.1219303E+06  0.1219452E+06  0.1219645E+06  0.1219877E+06  0.1219991E+06
           97  0.1212736E+06  0.1212856E+06  0.1213094E+06  0.1213330E+06  0.1213563E+06  0.1213783E+06  0.1213988E+06  0.1214193E+06  0.1214396E+06  0.1214597E+06  0.1214796E+06  0.1214993E+06  0.1215187E+06  0.1215380E+06  0.1215570E+06  0.1215758E+06  0.1215943E+06  0.1216127E+06  0.1216309E+06  0.1216488E+06  0.1216666E+06  0.1216842E+06  0.1217016E+06  0.1217188E+06  0.1217359E+06  0.1217527E+06  0.1217695E+06  0.1217860E+06  0.1218024E+06  0.1218186E+06  0.1218347E+06  0.1218506E+06  0.1218664E+06  0.1218820E+06  0.1218974E+06  0.1219126E+06  0.1219276E+06  0.1219425E+06  0.1219570E+06  0.1219769E+06  0.1220016E+06  0.1220139E+06
           98  0.1212903E+06  0.1213022E+06  0.1213260E+06  0.1213497E+06  0.1213733E+06  0.1213957E+06  0.1214169E+06  0.1214377E+06  0.1214583E+06  0.1214786E+06  0.1214985E+06  0.1215181E+06  0.1215375E+06  0.1215565E+06  0.1215753E+06  0.1215938E+06  0.1216121E+06  0.1216302E+06  0.1216481E+06  0.1216658E+06  0.1216832E+06  0.1217006E+06  0.1217177E+06  0.1217347E+06  0.1217515E+06  0.1217682E+06  0.1217847E+06  0.1218010E+06  0.1218173E+06  0.1218333E+06  0.1218493E+06  0.1218651E+06  0.1218808E+06  0.1218963E+06  0.1219116E+06  0.1219269E+06  0.1219419E+06  0.1219568E+06  0.1219715E+06  0.1219915E+06  0.1220169E+06  0.1220296E+06
           99  0.1213100E+06  0.1213219E+06  0.1213454E+06  0.1213686E+06  0.1213915E+06  0.1214145E+06  0.1214372E+06  0.1214590E+06  0.1214800E+06  0.1215004E+06  0.1215203E+06  0.1215397E+06  0.1215587E+06  0.1215774E+06  0.1215958E+06  0.1216140E+06  0.1216319E+06  0.1216496E+06  0.1216671E+06  0.1216844E+06  0.1217015E+06  0.1217185E+06  0.1217353E+06  0.1217520E+06  0.1217685E+06  0.1217849E+06  0.1218012E+06  0.1218174E+06  0.1218334E+06  0.1218493E+06  0.1218651E+06  0.1218808E+06  0.1218964E+06  0.1219119E+06  0.1219273E+06  0.1219426E+06  0.1219578E+06  0.1219729E+06  0.1219880E+06  0.1220083E+06  0.1220339E+06  0.1220467E+06
          100  0.1213437E+06  0.1213558E+06  0.1213795E+06  0.1214021E+06  0.1214233E+06  0.1214447E+06  0.1214666E+06  0.1214875E+06  0.1215076E+06  0.1215271E+06  0.1215461E+06  0.1215647E+06  0.1215830E+06  0.1216010E+06  0.1216188E+06  0.1216363E+06  0.1216536E+06  0.1216708E+06  0.1216877E+06  0.1217046E+06  0.1217213E+06  0.1217378E+06  0.1217543E+06  0.1217706E+06  0.1217868E+06  0.1218029E+06  0.1218189E+06  0.1218348E+06  0.1218506E+06  0.1218663E+06  0.1218820E+06  0.1218975E+06  0.1219130E+06  0.1219284E+06  0.1219438E+06  0.1219591E+06  0.1219744E+06  0.1219897E+06  0.1220049E+06  0.1220254E+06  0.1220512E+06  0.1220642E+06
          101  0.1213841E+06  0.1213973E+06  0.1214228E+06  0.1214467E+06  0.1214684E+06  0.1214876E+06  0.1215054E+06  0.1215231E+06  0.1215407E+06  0.1215582E+06  0.1215756E+06  0.1215928E+06  0.1216099E+06  0.1216268E+06  0.1216437E+06  0.1216604E+06  0.1216769E+06  0.1216934E+06  0.1217098E+06  0.1217261E+06  0.1217422E+06  0.1217583E+06  0.1217743E+06  0.1217902E+06  0.1218060E+06  0.1218218E+06  0.1218375E+06  0.1218531E+06  0.1218686E+06  0.1218841E+06  0.1218995E+06  0.1219149E+06  0.1219302E+06  0.1219455E+06  0.1219607E+06  0.1219760E+06  0.1219912E+06  0.1220065E+06  0.1220217E+06  0.1220425E+06  0.1220689E+06  0.1220820E+06
          102  0.1214159E+06  0.1214306E+06  0.1214591E+06  0.1214858E+06  0.1215108E+06  0.1215300E+06  0.1215446E+06  0.1215596E+06  0.1215750E+06  0.1215906E+06  0.1216063E+06  0.1216221E+06  0.1216380E+06  0.1216538E+06  0.1216697E+06  0.1216855E+06  0.1217013E+06  0.1217170E+06  0.1217328E+06  0.1217484E+06  0.1217640E+06  0.1217796E+06  0.1217951E+06  0.1218106E+06  0.1218260E+06  0.1218413E+06  0.1218567E+06  0.1218719E+06  0.1218871E+06  0.1219023E+06  0.1219175E+06  0.1219326E+06  0.1219477E+06  0.1219628E+06  0.1219778E+06  0.1219929E+06  0.1220079E+06  0.1220230E+06  0.1220381E+06  0.1220593E+06  0.1220864E+06  0.1220999E+06
