     zb                    1              2              3              4              5              6              7              8              9             10             11             12             13             14             15             16             17             18             19             20             21             22             23             24             25             26             27             28             29             30             31             32             33             34             35             36             37             38             39             40             41             42
           67  0.1986302E+02  0.1222545E+02  0.1165074E+02  0.1286978E+02  0.1175095E+02  0.1160077E+02  0.1045325E+02  0.9146794E+01  0.6268374E+01  0.5382935E+01  0.4864693E+01  0.4702150E+01  0.4611782E+01  0.4410244E+01  0.4243877E+01  0.4178398E+01  0.4105835E+01  0.4200000E+01  0.4300000E+01  0.4531524E+01  0.5251377E+01  0.5464006E+01  0.5566275E+01  0.6436235E+01  0.6867871E+01  0.7321762E+01  0.7268508E+01  0.7196064E+01  0.7179386E+01  0.7000880E+01  0.7561187E+01  0.8172247E+01  0.8850667E+01  0.8328995E+01  0.8334926E+01  0.7956204E+01  0.9950389E+01  0.1009639E+02  0.1130910E+02  0.1111589E+02  0.1239788E+02  0.1840016E+02
           68  0.1973047E+02  0.1230820E+02  0.1199726E+02  0.1264489E+02  0.1109426E+02  0.1167669E+02  0.1081362E+02  0.8239517E+01  0.7380850E+01  0.5771203E+01  0.5334979E+01  0.5018661E+01  0.4811108E+01  0.4502858E+01  0.4326030E+01  0.4301505E+01  0.4200951E+01  0.4225203E+01  0.4274947E+01  0.4400557E+01  0.4701233E+01  0.5003732E+01  0.5179334E+01  0.5366478E+01  0.6346243E+01  0.7451669E+01  0.6984822E+01  0.7026504E+01  0.6789475E+01  0.6757701E+01  0.7437940E+01  0.7724050E+01  0.8547293E+01  0.8155611E+01  0.8421371E+01  0.8033441E+01  0.1003100E+02  0.1079142E+02  0.1168854E+02  0.1113751E+02  0.1231123E+02  0.1858569E+02
           69  0.1953740E+02  0.1228998E+02  0.1196199E+02  0.1229055E+02  0.1072878E+02  0.1184932E+02  0.9335534E+01  0.8191609E+01  0.7436278E+01  0.6713345E+01  0.5493810E+01  0.5309129E+01  0.4826676E+01  0.4631184E+01  0.4404428E+01  0.4379146E+01  0.4279821E+01  0.4254431E+01  0.4246791E+01  0.4300519E+01  0.4505529E+01  0.4704015E+01  0.4791548E+01  0.4423685E+01  0.5298174E+01  0.7450789E+01  0.7571643E+01  0.6619251E+01  0.6415359E+01  0.7288583E+01  0.7446718E+01  0.7493346E+01  0.8103243E+01  0.7913062E+01  0.8068250E+01  0.8349669E+01  0.9692740E+01  0.1062932E+02  0.1158658E+02  0.1108444E+02  0.1210902E+02  0.1873901E+02
           70  0.1926252E+02  0.1215289E+02  0.1156396E+02  0.1190204E+02  0.1049818E+02  0.1205945E+02  0.9553282E+01  0.8198338E+01  0.8470916E+01  0.7800189E+01  0.6224242E+01  0.5571671E+01  0.5269110E+01  0.4843395E+01  0.4561223E+01  0.4477786E+01  0.4383367E+01  0.4330628E+01  0.4262223E+01  0.4301504E+01  0.4337659E+01  0.4308698E+01  0.4389014E+01  0.3788896E+01  0.3936557E+01  0.6883177E+01  0.7824322E+01  0.6439036E+01  0.6318049E+01  0.8096674E+01  0.7453003E+01  0.7838786E+01  0.7634001E+01  0.8467970E+01  0.7120309E+01  0.7579033E+01  0.9422147E+01  0.1021854E+02  0.1092741E+02  0.9987171E+01  0.1186276E+02  0.1886961E+02
           71  0.1923250E+02  0.1223406E+02  0.1153166E+02  0.1204965E+02  0.1111119E+02  0.1176720E+02  0.9366563E+01  0.8473024E+01  0.8437703E+01  0.8203418E+01  0.7233653E+01  0.5838060E+01  0.5580551E+01  0.5142580E+01  0.4948098E+01  0.4756690E+01  0.4657207E+01  0.4611865E+01  0.4431482E+01  0.4300160E+01  0.4303385E+01  0.4253690E+01  0.4072436E+01  0.3872688E+01  0.3602154E+01  0.4651593E+01  0.7664876E+01  0.6472771E+01  0.7933035E+01  0.7544771E+01  0.7607056E+01  0.8463417E+01  0.6714308E+01  0.8674242E+01  0.7263642E+01  0.8057962E+01  0.9725217E+01  0.1036201E+02  0.1122153E+02  0.1059450E+02  0.1158552E+02  0.1836115E+02
           72  0.1955792E+02  0.1253115E+02  0.1162931E+02  0.1228102E+02  0.1224331E+02  0.1167358E+02  0.1100844E+02  0.9004346E+01  0.8328838E+01  0.8751567E+01  0.7804717E+01  0.6751875E+01  0.5984416E+01  0.5713339E+01  0.5324352E+01  0.5065763E+01  0.4990054E+01  0.4826015E+01  0.4729294E+01  0.4497810E+01  0.4337772E+01  0.4173445E+01  0.4221616E+01  0.3729855E+01  0.3355771E+01  0.3696450E+01  0.6334843E+01  0.8137535E+01  0.7075105E+01  0.7177260E+01  0.7130673E+01  0.8094367E+01  0.7579012E+01  0.7856976E+01  0.8187417E+01  0.8419097E+01  0.9215250E+01  0.9730337E+01  0.1108936E+02  0.1147088E+02  0.1144864E+02  0.1762056E+02
           73  0.1974474E+02  0.1256698E+02  0.1176883E+02  0.1222847E+02  0.1153340E+02  0.1151595E+02  0.1151894E+02  0.8648711E+01  0.8374081E+01  0.8689948E+01  0.8411620E+01  0.7141210E+01  0.6732494E+01  0.6145256E+01  0.5919686E+01  0.5485305E+01  0.5295312E+01  0.5180485E+01  0.4961642E+01  0.4840897E+01  0.4420712E+01  0.4219702E+01  0.4075228E+01  0.3870972E+01  0.3433593E+01  0.2727745E+01  0.5417231E+01  0.8058583E+01  0.7499782E+01  0.7750645E+01  0.7279771E+01  0.7562037E+01  0.7946750E+01  0.7742355E+01  0.8295820E+01  0.8066802E+01  0.8367604E+01  0.9845785E+01  0.1083906E+02  0.1147014E+02  0.1143951E+02  0.1737122E+02
           74  0.1981402E+02  0.1246922E+02  0.1187705E+02  0.1240240E+02  0.1178213E+02  0.1160961E+02  0.1091248E+02  0.8927114E+01  0.8554857E+01  0.8251237E+01  0.8328285E+01  0.7928049E+01  0.7128583E+01  0.6869603E+01  0.6303904E+01  0.6026164E+01  0.5677045E+01  0.5422704E+01  0.5310935E+01  0.5020464E+01  0.4519909E+01  0.4357618E+01  0.4066398E+01  0.3654126E+01  0.3472480E+01  0.2689029E+01  0.2780155E+01  0.7070453E+01  0.7372614E+01  0.7439403E+01  0.6826396E+01  0.8024745E+01  0.7316823E+01  0.7325426E+01  0.7414296E+01  0.8258998E+01  0.8011432E+01  0.7996448E+01  0.1043789E+02  0.1091505E+02  0.1068570E+02  0.1408794E+02
           75  0.1979452E+02  0.1244784E+02  0.1186287E+02  0.1249002E+02  0.1182360E+02  0.1147957E+02  0.1043434E+02  0.9560754E+01  0.8109866E+01  0.8488577E+01  0.8408136E+01  0.8740853E+01  0.8507546E+01  0.7235590E+01  0.7204899E+01  0.6689390E+01  0.6105534E+01  0.5935079E+01  0.5721572E+01  0.5410953E+01  0.5101404E+01  0.4878126E+01  0.4478428E+01  0.3973431E+01  0.3534337E+01  0.2755751E+01  0.2458026E+01  0.3580558E+01  0.6386315E+01  0.6667543E+01  0.6498959E+01  0.8186358E+01  0.7998358E+01  0.7452306E+01  0.7273202E+01  0.8076543E+01  0.8145736E+01  0.9055007E+01  0.9877088E+01  0.1075992E+02  0.1081673E+02  0.1337385E+02
           76  0.1974960E+02  0.1243817E+02  0.1182147E+02  0.1185874E+02  0.1160022E+02  0.1163211E+02  0.1121327E+02  0.9585683E+01  0.8467589E+01  0.8048096E+01  0.8377360E+01  0.8164307E+01  0.8858699E+01  0.8346555E+01  0.7701071E+01  0.7363837E+01  0.6891718E+01  0.6323814E+01  0.6383175E+01  0.6183134E+01  0.5884419E+01  0.5421645E+01  0.5017830E+01  0.4379786E+01  0.3888029E+01  0.3326968E+01  0.2835311E+01  0.3693294E+01  0.4398013E+01  0.5585646E+01  0.5854952E+01  0.7289879E+01  0.7920461E+01  0.7081560E+01  0.7372361E+01  0.8116168E+01  0.8586833E+01  0.8937411E+01  0.1019433E+02  0.1087939E+02  0.1095350E+02  0.1503992E+02
           77  0.1946423E+02  0.1248807E+02  0.1225035E+02  0.1167696E+02  0.1183983E+02  0.1131374E+02  0.1179538E+02  0.1153055E+02  0.1039398E+02  0.8172972E+01  0.8156671E+01  0.8322195E+01  0.8179731E+01  0.8624858E+01  0.7986143E+01  0.7796999E+01  0.7643889E+01  0.7071308E+01  0.6611064E+01  0.6727779E+01  0.6351421E+01  0.5955768E+01  0.5772950E+01  0.5017389E+01  0.4366143E+01  0.3923071E+01  0.3478987E+01  0.3428063E+01  0.3764630E+01  0.4314791E+01  0.5429498E+01  0.7166929E+01  0.6936453E+01  0.7216700E+01  0.7105417E+01  0.8123586E+01  0.7725309E+01  0.8707395E+01  0.1027273E+02  0.1046595E+02  0.1078632E+02  0.1406800E+02
           78  0.1904202E+02  0.1287696E+02  0.1231575E+02  0.1222631E+02  0.1240948E+02  0.1177624E+02  0.1167898E+02  0.1133831E+02  0.1116357E+02  0.1023890E+02  0.8666262E+01  0.8154734E+01  0.8331839E+01  0.8213350E+01  0.8587010E+01  0.8168056E+01  0.7957944E+01  0.7687619E+01  0.7492637E+01  0.7323790E+01  0.7030753E+01  0.6624567E+01  0.6180690E+01  0.5543745E+01  0.4643928E+01  0.4207090E+01  0.3762009E+01  0.3467477E+01  0.3162062E+01  0.2976898E+01  0.4017713E+01  0.6537944E+01  0.6466695E+01  0.7280834E+01  0.7905864E+01  0.7493569E+01  0.7049268E+01  0.9960621E+01  0.1017939E+02  0.1050497E+02  0.1119220E+02  0.1541695E+02
           79  0.1929367E+02  0.1311451E+02  0.1286767E+02  0.1284095E+02  0.1267583E+02  0.1225047E+02  0.1201476E+02  0.1153703E+02  0.1063393E+02  0.9829497E+01  0.8568167E+01  0.8396583E+01  0.8125315E+01  0.8325447E+01  0.7872766E+01  0.8052528E+01  0.8491496E+01  0.8665392E+01  0.8152325E+01  0.8689327E+01  0.7674138E+01  0.7092465E+01  0.6749779E+01  0.6548123E+01  0.5355794E+01  0.4872126E+01  0.4157025E+01  0.3504575E+01  0.2906562E+01  0.2552283E+01  0.2580717E+01  0.5743707E+01  0.5972456E+01  0.6838857E+01  0.7402528E+01  0.6575475E+01  0.6404479E+01  0.8502862E+01  0.9787454E+01  0.1007158E+02  0.1053062E+02  0.1454925E+02
           80  0.1889844E+02  0.1508384E+02  0.1303976E+02  0.1303747E+02  0.1288290E+02  0.1245354E+02  0.1156123E+02  0.1055970E+02  0.1005026E+02  0.9456672E+01  0.9096086E+01  0.8127304E+01  0.8295658E+01  0.8591641E+01  0.8715311E+01  0.8632042E+01  0.8593107E+01  0.8794549E+01  0.8550638E+01  0.8252618E+01  0.8032815E+01  0.7635708E+01  0.7343975E+01  0.7115763E+01  0.6374421E+01  0.5765718E+01  0.5043699E+01  0.4287202E+01  0.3379918E+01  0.2986370E+01  0.3139228E+01  0.4933628E+01  0.5297060E+01  0.5817085E+01  0.6268227E+01  0.5960630E+01  0.6053087E+01  0.7361019E+01  0.9267253E+01  0.9863515E+01  0.1341089E+02  0.1710689E+02
           81  0.1933456E+02  0.1603458E+02  0.1299473E+02  0.1298993E+02  0.1294815E+02  0.1256170E+02  0.1171204E+02  0.1050432E+02  0.9559396E+01  0.9172634E+01  0.9239955E+01  0.8733350E+01  0.7987309E+01  0.8257796E+01  0.9036556E+01  0.8515358E+01  0.8746629E+01  0.8686679E+01  0.8819454E+01  0.8789482E+01  0.8671218E+01  0.7934738E+01  0.7737574E+01  0.7694283E+01  0.7207441E+01  0.6590711E+01  0.6101951E+01  0.4917627E+01  0.4092085E+01  0.3702096E+01  0.3789884E+01  0.4238008E+01  0.4603365E+01  0.5130764E+01  0.5484791E+01  0.5240921E+01  0.5570450E+01  0.5820683E+01  0.7586115E+01  0.9418085E+01  0.1291663E+02  0.1651418E+02
           82  0.1906923E+02  0.1599444E+02  0.1285217E+02  0.1264359E+02  0.1270846E+02  0.1265364E+02  0.1134231E+02  0.1057536E+02  0.9561189E+01  0.8933025E+01  0.8882615E+01  0.9385860E+01  0.8691214E+01  0.7995966E+01  0.8333958E+01  0.8288952E+01  0.8348293E+01  0.8607782E+01  0.8541524E+01  0.8913883E+01  0.8757911E+01  0.8111392E+01  0.7965519E+01  0.8072221E+01  0.7666060E+01  0.7467543E+01  0.6626301E+01  0.6342378E+01  0.4480365E+01  0.4101620E+01  0.4039229E+01  0.4015769E+01  0.4040016E+01  0.4409141E+01  0.4383366E+01  0.4570949E+01  0.5008847E+01  0.4614689E+01  0.6043775E+01  0.8889938E+01  0.1173829E+02  0.1750194E+02
           83  0.1875485E+02  0.1560274E+02  0.1241865E+02  0.1244553E+02  0.1232806E+02  0.1218452E+02  0.9800303E+01  0.1029717E+02  0.9631149E+01  0.8506419E+01  0.8095975E+01  0.8625773E+01  0.8274040E+01  0.7706499E+01  0.7437109E+01  0.8091078E+01  0.8567870E+01  0.7879084E+01  0.8351981E+01  0.8697818E+01  0.8616960E+01  0.7761054E+01  0.7585958E+01  0.7957083E+01  0.7592153E+01  0.7503902E+01  0.7219866E+01  0.6874114E+01  0.4981770E+01  0.4493527E+01  0.3976148E+01  0.3807537E+01  0.3652790E+01  0.3657101E+01  0.3941833E+01  0.4349521E+01  0.4455474E+01  0.3996074E+01  0.4362595E+01  0.9605140E+01  0.1428523E+02  0.1886559E+02
           84  0.1908361E+02  0.1607076E+02  0.1207366E+02  0.1220546E+02  0.1221372E+02  0.1194737E+02  0.1014566E+02  0.9681614E+01  0.9479329E+01  0.8643119E+01  0.8270579E+01  0.8250010E+01  0.7857259E+01  0.8029572E+01  0.7507426E+01  0.7749885E+01  0.8207228E+01  0.8032982E+01  0.8061777E+01  0.8391173E+01  0.8430241E+01  0.7462154E+01  0.6137309E+01  0.6834664E+01  0.6650448E+01  0.7503950E+01  0.7525648E+01  0.7385666E+01  0.6151492E+01  0.4627408E+01  0.3921232E+01  0.3771208E+01  0.3650000E+01  0.3650000E+01  0.3773190E+01  0.3947726E+01  0.3390075E+01  0.3680409E+01  0.6582672E+01  0.9417657E+01  0.1507146E+02  0.1920722E+02
           85  0.1922925E+02  0.1610467E+02  0.1184622E+02  0.1194405E+02  0.1210975E+02  0.1182563E+02  0.9408881E+01  0.9296856E+01  0.8931955E+01  0.8151581E+01  0.8014980E+01  0.8337596E+01  0.8213052E+01  0.8054036E+01  0.7609687E+01  0.8076841E+01  0.8010381E+01  0.8108751E+01  0.8455225E+01  0.8454629E+01  0.7236694E+01  0.7070309E+01  0.6100714E+01  0.5705745E+01  0.6679610E+01  0.7089134E+01  0.7149991E+01  0.8055208E+01  0.7410257E+01  0.5709350E+01  0.3950000E+01  0.3724752E+01  0.3650000E+01  0.3674672E+01  0.3551196E+01  0.3455341E+01  0.2861910E+01  0.2925841E+01  0.5562697E+01  0.9855024E+01  0.1335615E+02  0.1916368E+02
           86  0.1897128E+02  0.1582100E+02  0.1178917E+02  0.1176604E+02  0.1179511E+02  0.1078722E+02  0.9321659E+01  0.9607068E+01  0.9101720E+01  0.7915481E+01  0.7757971E+01  0.7648005E+01  0.7737750E+01  0.7471640E+01  0.7496821E+01  0.7692923E+01  0.7931631E+01  0.8567748E+01  0.8910952E+01  0.8495534E+01  0.7081677E+01  0.6213027E+01  0.6024382E+01  0.5524717E+01  0.8665904E+01  0.6401238E+01  0.7372452E+01  0.8325661E+01  0.8240198E+01  0.6889398E+01  0.3991411E+01  0.3677722E+01  0.3672374E+01  0.3705154E+01  0.3390926E+01  0.2772848E+01  0.2346753E+01  0.2606488E+01  0.5186555E+01  0.9519946E+01  0.1511131E+02  0.1900025E+02
           87  0.1915142E+02  0.1639455E+02  0.1197148E+02  0.1169251E+02  0.1178603E+02  0.1071095E+02  0.9194210E+01  0.9693498E+01  0.8655026E+01  0.8255989E+01  0.8167897E+01  0.7471014E+01  0.7862316E+01  0.7852804E+01  0.7929041E+01  0.7644531E+01  0.7675762E+01  0.8477056E+01  0.8101138E+01  0.8290096E+01  0.7740919E+01  0.6206392E+01  0.5836154E+01  0.6094312E+01  0.7519621E+01  0.7227341E+01  0.8129704E+01  0.8326948E+01  0.7997795E+01  0.7681150E+01  0.4782749E+01  0.3915689E+01  0.3756518E+01  0.3630811E+01  0.3011062E+01  0.2193112E+01  0.1626652E+01  0.2124726E+01  0.7165854E+01  0.1064534E+02  0.1457047E+02  0.1820492E+02
           88  0.1918016E+02  0.1616033E+02  0.1183396E+02  0.1151011E+02  0.1205784E+02  0.1061192E+02  0.9714884E+01  0.9885461E+01  0.8994628E+01  0.8431828E+01  0.8341183E+01  0.7739970E+01  0.7410657E+01  0.7221948E+01  0.7866314E+01  0.7433181E+01  0.7340809E+01  0.7993585E+01  0.8224483E+01  0.7991132E+01  0.7739773E+01  0.5886736E+01  0.6521672E+01  0.6940335E+01  0.7293088E+01  0.7608528E+01  0.6241906E+01  0.6370599E+01  0.7267701E+01  0.7448245E+01  0.5915391E+01  0.3904860E+01  0.3795294E+01  0.3272362E+01  0.2626757E+01  0.1439260E+01  0.9316827E+00  0.3965945E+01  0.6481132E+01  0.1148045E+02  0.1353846E+02  0.1733473E+02
           89  0.1902613E+02  0.1625181E+02  0.1181988E+02  0.1123658E+02  0.1183421E+02  0.1151173E+02  0.9823122E+01  0.9666996E+01  0.9342576E+01  0.8792655E+01  0.8946432E+01  0.8614263E+01  0.8196327E+01  0.8014927E+01  0.7773843E+01  0.7902302E+01  0.7606077E+01  0.8596654E+01  0.8722912E+01  0.8378783E+01  0.7853700E+01  0.7995726E+01  0.6844666E+01  0.6315020E+01  0.6476821E+01  0.8838397E+01  0.7516623E+01  0.6804638E+01  0.8997681E+01  0.8166462E+01  0.7121923E+01  0.3752368E+01  0.3606400E+01  0.3065320E+01  0.1614840E+01  0.8168451E+00  0.2090796E+00  0.4516523E+01  0.6583127E+01  0.1171898E+02  0.1363618E+02  0.1751380E+02
           90  0.1874645E+02  0.1585003E+02  0.1161097E+02  0.1134193E+02  0.1148120E+02  0.1088117E+02  0.9993705E+01  0.9286596E+01  0.9757170E+01  0.8017303E+01  0.8028707E+01  0.8230041E+01  0.7619181E+01  0.7371740E+01  0.7400971E+01  0.7004615E+01  0.7410623E+01  0.7732106E+01  0.7923575E+01  0.7779183E+01  0.8010129E+01  0.6718899E+01  0.7819638E+01  0.6636227E+01  0.6587234E+01  0.8051821E+01  0.8039652E+01  0.7392219E+01  0.8018130E+01  0.8117556E+01  0.6314974E+01  0.3706695E+01  0.3434175E+01  0.2092052E+01  0.1056270E+01  0.3863871E+00 -0.2483664E+00  0.5149749E+01  0.1112292E+02  0.1233515E+02  0.1636705E+02  0.1868089E+02
           91  0.1743503E+02  0.1559711E+02  0.1128780E+02  0.1018273E+02  0.1160919E+02  0.1113500E+02  0.9998215E+01  0.1023165E+02  0.9791460E+01  0.9172446E+01  0.8528232E+01  0.7844003E+01  0.8116749E+01  0.7811585E+01  0.7484378E+01  0.7246339E+01  0.7843064E+01  0.7872154E+01  0.8363032E+01  0.7981474E+01  0.7774988E+01  0.7091002E+01  0.7546765E+01  0.7005090E+01  0.7166689E+01  0.7922874E+01  0.8033997E+01  0.8244395E+01  0.6956533E+01  0.7000000E+01  0.6179379E+01  0.3170672E+01  0.2419146E+01  0.1230802E+01  0.9500000E+00  0.6122737E+00  0.9749172E+00  0.5439531E+01  0.1163246E+02  0.1516938E+02  0.1862015E+02  0.1830181E+02
           92  0.1832455E+02  0.1556696E+02  0.1142397E+02  0.9672049E+01  0.1176126E+02  0.1132310E+02  0.1057550E+02  0.9258844E+01  0.9307432E+01  0.8481583E+01  0.8543194E+01  0.8370573E+01  0.8347802E+01  0.7626499E+01  0.6919954E+01  0.7303923E+01  0.8143576E+01  0.7476815E+01  0.8042376E+01  0.7929911E+01  0.8491120E+01  0.8128717E+01  0.8259102E+01  0.7327098E+01  0.8124962E+01  0.7343268E+01  0.6798415E+01  0.7646838E+01  0.7073955E+01  0.7175118E+01  0.4227579E+01  0.2461062E+01  0.1657901E+01  0.9647891E+00  0.1062372E+01  0.9483005E+00  0.1451684E+01  0.6002603E+01  0.1109261E+02  0.1346505E+02  0.1831926E+02  0.1861488E+02
           93  0.1856153E+02  0.1681041E+02  0.1093307E+02  0.1130298E+02  0.1194391E+02  0.1154177E+02  0.1048147E+02  0.9508324E+01  0.8663545E+01  0.8213855E+01  0.8079434E+01  0.8088026E+01  0.8194386E+01  0.7797456E+01  0.7657220E+01  0.7371243E+01  0.7366474E+01  0.7241880E+01  0.7605465E+01  0.7392616E+01  0.7967993E+01  0.7961733E+01  0.7811642E+01  0.8250847E+01  0.7484448E+01  0.7116932E+01  0.6581136E+01  0.6779192E+01  0.7072455E+01  0.6969778E+01  0.2972464E+01  0.1300018E+01  0.7892679E+00  0.1150023E+01  0.1230612E+01  0.1267484E+01  0.1330881E+01  0.5971929E+01  0.9783043E+01  0.1187933E+02  0.1556106E+02  0.1847911E+02
           94  0.1718407E+02  0.1477174E+02  0.9016635E+01  0.9804738E+01  0.1172711E+02  0.1151808E+02  0.1079201E+02  0.9273828E+01  0.9261009E+01  0.8492318E+01  0.7672154E+01  0.7633078E+01  0.7896273E+01  0.8455273E+01  0.8131767E+01  0.6986884E+01  0.7058348E+01  0.7291282E+01  0.7583782E+01  0.7325744E+01  0.7540156E+01  0.7842238E+01  0.8385362E+01  0.8240461E+01  0.7826098E+01  0.6744067E+01  0.6624213E+01  0.6765970E+01  0.6798133E+01  0.6742965E+01  0.3801610E+01  0.1143477E+01  0.9966833E+00  0.1145778E+01  0.1440838E+01  0.1599367E+01  0.1966373E+01  0.3855913E+01  0.7632587E+01  0.1182004E+02  0.1507063E+02  0.1855878E+02
           95  0.1699303E+02  0.1428890E+02  0.1132536E+02  0.7919732E+01  0.6857504E+01  0.1216360E+02  0.1186689E+02  0.9131425E+01  0.8687512E+01  0.7887745E+01  0.8171664E+01  0.7380222E+01  0.7194873E+01  0.7395040E+01  0.7302596E+01  0.7131577E+01  0.7545940E+01  0.7220812E+01  0.7402922E+01  0.7740860E+01  0.7520019E+01  0.7851987E+01  0.8278634E+01  0.8466829E+01  0.8045469E+01  0.6158261E+01  0.7038604E+01  0.7269378E+01  0.6457947E+01  0.4583208E+01  0.2084703E+01  0.1541942E+01  0.1429305E+01  0.1702896E+01  0.1905018E+01  0.2258558E+01  0.2788315E+01  0.6100809E+01  0.9639605E+01  0.1170461E+02  0.1269869E+02  0.1882020E+02
           96  0.1781518E+02  0.1211420E+02  0.1135794E+02  0.6470328E+01  0.1243924E+02  0.1186964E+02  0.1171182E+02  0.1119044E+02  0.7777532E+01  0.8591172E+01  0.8568977E+01  0.7085647E+01  0.6994706E+01  0.7317891E+01  0.7583799E+01  0.6908254E+01  0.6949851E+01  0.7200771E+01  0.7080387E+01  0.6880246E+01  0.7977648E+01  0.8362698E+01  0.8453713E+01  0.8418497E+01  0.7700232E+01  0.7229758E+01  0.6656540E+01  0.6583003E+01  0.6082311E+01  0.2575978E+01  0.1900000E+01  0.1818431E+01  0.1978743E+01  0.1959329E+01  0.2321511E+01  0.2794798E+01  0.3089984E+01  0.4751148E+01  0.6959404E+01  0.1201728E+02  0.1259437E+02  0.1876998E+02
           97  0.1799165E+02  0.1243003E+02  0.1213741E+02  0.5629427E+01  0.1168215E+02  0.1184482E+02  0.1153584E+02  0.1109264E+02  0.7971096E+01  0.8393689E+01  0.8022344E+01  0.6687796E+01  0.6831791E+01  0.6988403E+01  0.6944658E+01  0.6887004E+01  0.7048641E+01  0.6928849E+01  0.6594756E+01  0.6917708E+01  0.7123987E+01  0.7714027E+01  0.8581885E+01  0.7892486E+01  0.7027970E+01  0.7266661E+01  0.7179766E+01  0.4826161E+01  0.3272202E+01  0.1882448E+01  0.1772433E+01  0.2199061E+01  0.2337019E+01  0.2273870E+01  0.3078104E+01  0.3462594E+01  0.3701737E+01  0.5013033E+01  0.7328412E+01  0.1139141E+02  0.1233713E+02  0.1800678E+02
           98  0.1630716E+02  0.1261364E+02  0.1100871E+02  0.6210936E+01  0.1222013E+02  0.1203469E+02  0.1201419E+02  0.1175888E+02  0.9468377E+01  0.8956789E+01  0.8203889E+01  0.8151749E+01  0.7650452E+01  0.7869435E+01  0.7658744E+01  0.6653506E+01  0.6679535E+01  0.6622454E+01  0.6752144E+01  0.7205886E+01  0.6770060E+01  0.7379417E+01  0.6857782E+01  0.7166871E+01  0.6746113E+01  0.6417657E+01  0.5636169E+01  0.4564155E+01  0.3693969E+01  0.2763187E+01  0.2561779E+01  0.2777600E+01  0.2747778E+01  0.2533431E+01  0.3055234E+01  0.3659836E+01  0.3904515E+01  0.6030991E+01  0.7832706E+01  0.1158137E+02  0.1242700E+02  0.1659160E+02
           99  0.1674628E+02  0.1192868E+02  0.9785860E+01  0.6722756E+01  0.1195057E+02  0.1174761E+02  0.1178520E+02  0.1154767E+02  0.1086414E+02  0.9088227E+01  0.8486041E+01  0.8453055E+01  0.6964574E+01  0.7099756E+01  0.7000945E+01  0.6694164E+01  0.6617219E+01  0.6734020E+01  0.6667349E+01  0.6617127E+01  0.6289845E+01  0.6316276E+01  0.6016441E+01  0.6458941E+01  0.6191361E+01  0.5218590E+01  0.4991774E+01  0.4215221E+01  0.3674243E+01  0.3310400E+01  0.3100228E+01  0.3279617E+01  0.3203490E+01  0.2864395E+01  0.3164225E+01  0.3788400E+01  0.3962710E+01  0.5682744E+01  0.8210567E+01  0.1130136E+02  0.1208456E+02  0.1586644E+02
          100  0.1403250E+02  0.1057467E+02  0.8315140E+01  0.6373608E+01  0.1138907E+02  0.1102780E+02  0.1100901E+02  0.1064271E+02  0.9771983E+01  0.8285753E+01  0.8178873E+01  0.8324847E+01  0.6480253E+01  0.6592941E+01  0.5620764E+01  0.6700410E+01  0.6889750E+01  0.7090787E+01  0.5334905E+01  0.4465000E+01  0.4723289E+01  0.6158970E+01  0.5922163E+01  0.5579612E+01  0.5261713E+01  0.4749259E+01  0.4157229E+01  0.3871312E+01  0.3774996E+01  0.3753182E+01  0.3861624E+01  0.3981048E+01  0.3749934E+01  0.3085815E+01  0.3243613E+01  0.3967357E+01  0.4022513E+01  0.7161062E+01  0.9113312E+01  0.1133799E+02  0.1190032E+02  0.1691727E+02
          101  0.1615564E+02  0.1029712E+02  0.9611171E+01  0.7300645E+01  0.1120466E+02  0.1134903E+02  0.1095371E+02  0.1012773E+02  0.9486686E+01  0.8605516E+01  0.7603013E+01  0.7687314E+01  0.6521278E+01  0.6435513E+01  0.4065148E+01  0.6078217E+01  0.6719785E+01  0.6562381E+01  0.4483831E+01  0.4210722E+01  0.4615323E+01  0.6889079E+01  0.5807421E+01  0.4822904E+01  0.4800388E+01  0.4386338E+01  0.3940702E+01  0.3901705E+01  0.4022948E+01  0.4109106E+01  0.4536866E+01  0.4386931E+01  0.4094789E+01  0.3332534E+01  0.3318766E+01  0.4482722E+01  0.4614336E+01  0.7659321E+01  0.1043160E+02  0.1128480E+02  0.1269591E+02  0.1837198E+02
          102  0.1626690E+02  0.9068944E+01  0.8000000E+01  0.6611775E+01  0.9648367E+01  0.1107075E+02  0.1008302E+02  0.1023818E+02  0.1025107E+02  0.9101100E+01  0.8980869E+01  0.7222489E+01  0.6076500E+01  0.6535391E+01  0.5753741E+01  0.6133407E+01  0.6164027E+01  0.5541243E+01  0.5332348E+01  0.5196347E+01  0.5161608E+01  0.5497680E+01  0.5360570E+01  0.4896031E+01  0.4876782E+01  0.4726957E+01  0.4263964E+01  0.4266579E+01  0.4448086E+01  0.4589420E+01  0.4818739E+01  0.4591416E+01  0.4231347E+01  0.3829229E+01  0.3433174E+01  0.4581544E+01  0.5710643E+01  0.8147117E+01  0.1091674E+02  0.1138797E+02  0.1401098E+02  0.1831750E+02
